,text
10,"Perhaps still smarting from lessons learned in the past, G.M. also does not record what transpires inside the car’s cabin, the company said. In 2011, G.M. tried to change the user agreement in its OnStar service to allow it to share driver information with third-party companies.  The backlash from owners was so swift and severe that the Supreme Court cited the episode as proof that people had an expectation of privacy in their cars."
11,"G.M. later introduced the first built-in video cameras and microphones meant to record the drive in 2014 Chevrolet Corvettes. A valet mode (“Think of it as a baby monitor for your car,” an official said in a Chevrolet news release at the time) that surreptitiously recorded Ferris Bueller-like joy rides made the company so nervous that it sent letters to owners warning about possible legal issues and asking them to refrain from using the setting."
12,"Now that driver-assistance programs that can steer a vehicle down the highway are becoming more widespread, automakers fear that without such monitoring efforts, some drivers will abuse or misuse the semi-autonomous systems."
13,There are multiple cases of Tesla owners circumventing the requirement that drivers keep their hands on the wheel when the car’s lane-keeping Autopilot feature is engaged. The consequences have sometimes been fatal.
14,"“But it’s not just about distraction management,” said Jada Smith, a vice president in the advanced engineering department at the auto supplier Aptiv. During an autonomous driving demonstration, she pointed out that such driver monitoring systems can assess a driver’s cognitive load levels — how many tasks the person is trying to juggle — and then adjust other car functions."
15,"“If the driver is not fully aware,” Ms. Smith said, “we might brake faster.” Other ideas include putting radar inside the car for interior sensing like detecting that a child has been left behind. (Every nine days a child left in a car dies from vehicular heatstroke in the United States, according to KidsAndCars.org, an advocacy group.)"
16,"It was infants’ being left in cars that first prompted Guardian Optical Technologies, based in Tel Aviv, to develop in-cabin monitoring technology, said Tal Recanati, the company’s chief business officer. The company has now expanded its 3-D vision and “micro vibration” sensing system to recognize faces, check seatbelt use, even adjust elements like airbag deployment velocity based on a passenger’s approximate weight. Eventually Guardian’s technology could be able to judge the emotional state of people in the car."
17,"Affectiva, a Boston company developing technology for measuring emotions, has been conducting such research for several years to assess driver behavior. On a closed test track peppered with distractions — people dressed as construction workers, a security vehicle with flashing lights, pedestrians, fake storefronts — Affectiva demonstrated how the company’s program works in tandem with a “collaborative driving” system made by the Swedish auto supplier Veoneer. Veoneer’s technology can control steering and braking on its own, with the occasional intervention of a human driver."
18,"Affectiva collected a variety of driver information during the test, measuring elements like the amount of grip on the wheel, throttle action, vehicle speed and the driver’s eyes, facial and head movements. It then compared that information with what was happening around the car to determine how much trust the driver had in the semi-autonomous system and the perceived level of cognitive load."
19,"“We want them to trust the car — but not too much,” said Ola Bostrom, a vice president of research at Veoneer. “The driver still has to be engaged” in order to take over the controls when a car encounters a situation it can’t handle."
20,"To deliver other advanced services, like augmented reality information about nearby businesses and locations, it will also be necessary to monitor what drivers are paying attention to, said Andrew Poliak, a vice president at Panasonic Automotive Systems. And companies as diverse as Mercedes-Benz and the voice-recognition company Nuance want to add Alexa-like services, meaning that your sedan or S.U.V. may always be listening."
21,"“So these systems are going to become standard in all cars,” said Nakul Duggal, who leads the automotive products group at Qualcomm."
22,Will privacy concerns then recede in the rearview mirror of advancing technologies?
23,"When fully autonomous vehicles begin circulating on public roads, designers note, they will have to be able to detect when people enter or exit a vehicle, who the person is, whether they have left anything behind in the car, and especially if a person has become disabled (because of intoxication or a medical emergency). And that information will inevitably be shared online, although there may be ways that some people can still preserve their sense of independence in the car."
24,"“In the future, it may be different for people who own their own cars, where there’s more privacy,” said Mr. Wisselmann at BMW, “and for people who use robo taxis, where there will be less.”"
25,To the Editor:
26,"Re “New York Plan to Unjam Roads Opens a Path for Clogged Peers” (front page, April 2):"
27,"The population density of New York City creates the ideal conditions for a car-free zone. Residents can commute by subway and borrow cars for longer trips from shared lots, and defunct light-rail systems (trolleys) could be reinstated. The California Tomorrow Plan, published in the 1970s, lays out clear plans for going car-free."
28,"Lest we think that this change would require too large an investment in infrastructure, consider the changes wrought when cities from New York to Portland, Ore., paved over existing light rail lines (a change facilitated by carmakers)."
29,"Madrid just announced that it will go car-free in its city center, and Oslo has committed to ban cars from the city entirely by the end of this year. When a third of Paris went car-free for a day, air and noise pollution was significantly reduced. In America, Minnesotans are eyeing Norway as a potential model."
30,"As Wallace Stegner wrote of the California Tomorrow Plan in 1972, “The aim was nothing less than a plan for the good life within a growing and continuingly industrial state, without the depletion, pollution and deterioration in life-quality that uncontrolled growth has brought.” "
31,"Tana WojczukNew YorkThe writer is a historian, journalist and teacher."
32,I will die before I buy another car.
33,"I don’t say that because I am particularly old or sick, but because I am at the front end of one of the next major secular trends in tech. Owning a car will soon be like owning a horse — a quaint hobby, an interesting rarity and a cool thing to take out for a spin on the weekend."
34,"Before you object, let me be clear: I will drive in cars until I die. But the concept of actually purchasing, maintaining, insuring and garaging an automobile in the next few decades?"
35,Finished. 
36,[Kara Swisher answered your questions about this column on Twitter.]
37,"This could be the most important shift since the Cambrian explosion of the smartphone. Car-sharing continues to increase (Uber and Lyft are set to go public this year), new innovations emerge all the time (Scooters! Vertical-take-off-and-landing vehicles!) and all manner of autonomous technologies are inevitable (Elon Musk, whatever you think of him or the prospects of Tesla, is 100 percent directionally correct). Private car ownership declined globally last year, and it is a trend that I believe is going to accelerate faster than people think."
38,"Not everyone agrees. After an initial rush of hype and hope, there was a backlash against the idea that autonomous and shared cars would soon take over. "
39,"But I am pretty good at this guessing game. In 1998, as one of the first Internet-focused reporters for The Wall Street Journal, I wrote a piece titled “I Cut the Cord” about giving up my land line and going all mobile. "
40,"That was well before “feature” phones — as the first dumber versions of smartphones were called — and almost a decade before the iPhone. There was not much out there for the general population. Nonetheless, I “snipped my copper umbilical cord” and predicted that everyone else would do the same, and sooner than they thought."
41,"I did not find it easy, as I noted then: “My own all-cellular journey is strewn with technical glitches and innumerable lost connections, pricey millisecond charges that make using a cellphone seem like a bad addiction, and vague worries that perhaps too much cellphone exposure actually does cause brain tumors.”"
42,"But it was time. Absent the brain tumors, this was the thought that hit me recently when my clutch died on a hill in San Francisco. After spending my life buying cars, I will never buy another after I sell my last, a manual Ford Fiesta Turbo named Frank."
43,"Since I first started driving I have named my cars: Cecil the Honda Civic, Jeanette the mighty blue Volkswagen Bug, Roger the Volkswagen Rabbit, Jerry the Jeep Wrangler, John the Jeep Cherokee, Alice the Honda Minivan, Sally the Subaru Outback, Abner the Mazda 3, Cindy the Mazda 5 and Frank. Why wouldn’t I name them, since they were an integral part of my life from my teens to my single days to motherhood?"
44,Many people feel this kind of bond with their cars. They represent so many major life moments (prom!) and individual tropes (freedom!) that it is difficult to imagine giving them up.
45,"But it will be easier than you’d think for a number of reasons that are increasing in speed and velocity, if you will excuse the pun. "
46,"Consider how swiftly people moved from physical maps to map apps, from snail mail to email, from prime time TV to watching on demand. What had been long-held practices were quickly replaced by digital tools that made things easier, more convenient and simply better. Some of the shifts have been slower to develop, but then accelerated quickly, like what is now occurring in retail with online shopping and quick delivery pioneered by Amazon."
47,"Simply put, everything that can be digitized will be digitized."
48,"That is harder to envision with the heavy hunk of metal and fiberglass that is a car, but it is not hard to see the steps. You start using car-sharing services, you don’t use your car as often, you realize as these services proliferate that you actually don’t need to own a car at all."
49,"It’s also a small step toward a more carbon-free life, although my frequent cross-country flights pretty much make me a carbon criminal for life. (My fingers are crossed for not only an electric car, but an electric plane or even carbon-free jet fuel.)"
50,"It’s obviously an easier decision if you live near a major metropolitan area, like I do, where the alternatives — cars and then car pools and then bikes and now scooters — are myriad. (Why, by the way, this is a revolution led by private companies instead of public transportation is an important topic for another day.) In other countries, often with denser populations, there are even more ideas bubbling up, from auto-rickshaws and motorbike taxis to new bus services. "
51,"Obviously, the biggest change will be the advent of truly autonomous vehicles, which are still years or even decades in the future. "
52,"But in the meantime I am going to lean into this future all I can, and will chronicle the efforts over the next year, its costs and its benefits and how I get there. Or not."
53,"Will I walk more? Take more buses or trains? How much will I use short-term car rental services? Will my kids freak out when I decline to be their constant chauffeur? It begins with the off-loading of Frank the Fiesta, so I have no excuse to use it at all. Anyone interested in a car with a loose clutch?"
54,The Times is committed to publishing a diversity of letters to the editor. We’d like to hear what you think about this or any of our articles. Here are some tips. And here’s our email: letters@nytimes.com.
55,"Follow The New York Times Opinion section on Facebook, Twitter (@NYTopinion) and Instagram, and sign up for the Opinion Today newsletter. "
56,Arizona prosecutors said Tuesday that they had not found evidence to charge Uber with a crime in connection with an accident in which one of its autonomous cars hit and killed a pedestrian in Tempe a year ago.
57,"On March 18, 2018, a Volvo sport utility vehicle, one of several self-driving vehicles that Uber was testing, was traveling about 40 miles per hour when it hit Elaine Herzberg, 49, as she was walking her bicycle across the street at night, the authorities said."
58,"While the car was in autonomous mode, a safety driver was sitting in the driver’s seat."
59,"The Yavapai County Attorney’s Office, which reviewed the case, said in a letter dated Monday that there was “no basis for criminal liability for the Uber corporation.”"
60,"But it added that investigators should look into what the safety driver “would or should have seen that night given the vehicle’s speed, lighting conditions, and other relevant factors.”"
61,The Yavapai County Attorney’s Office said an investigation into the case was continuing.
62,"In June, the Tempe Police Department released a report that said the safety driver was streaming the television show “The Voice” on her phone in the minutes leading up to the crash, The Arizona Republic reported."
63,"Uber declined to comment Tuesday, as did the Tempe police. The Yavapai County Attorney’s Office did not answer further questions about how it reached its decision."
64,"The March 2018 crash is believed to be the first pedestrian death resulting from self-driving technology, and many wondered how prosecutors would approach a criminal investigation."
65,The crash raised questions about the safety of the technology as well as the comprehensiveness of the rules governing it. Few such federal or state rules exist.
66,"“It’s not very well trod at all,” said Frank Douma, a research scholar at the University of Minnesota’s Center for Transportation Studies. “To my knowledge, there is not any sort of real bright-line statement about who’s liable when.”"
67,"Mr. Douma said prosecutors’ announcement Tuesday tracked with how typically people, and not car manufacturers, are held responsible for crimes they commit behind the wheel. But, as autonomous vehicles become more sophisticated, he said, such cases raise questions about that way of thinking."
68,"“Is this driver, or was this driver, behaving in any way different than what most drivers are going to be behaving like when the car is doing this much driving?” he said. “It’s a very conventional way of thinking to say we can expect and we should expect people to sit and monitor technology that is otherwise doing all the decision-making.”"
69,"The Yavapai County Attorney’s Office did its review at the request of the Maricopa County Attorney’s Office, which had a potential conflict of interest in the case because of an earlier partnership with Uber in a safety campaign. The Maricopa County Attorney’s Office did not respond to requests for comment on Tuesday."
70,The New York Times reported last March that Uber’s autonomous cars in Arizona struggled to meet the company’s expectations and required drivers to intervene more frequently than those of the company’s competitors.
71,"Uber suspended testing of self-driving vehicles after the crash. In December, the vehicles returned to public roads, though at reduced speeds and in less-challenging environments."
72,"In a preliminary report about the crash released in May, the National Transportation Safety Board said the Uber car’s computer system had spotted Ms. Herzberg six seconds before impact, but classified Ms. Herzberg, who was not in a crosswalk, first as an unrecognized object, then as another vehicle and finally as a bicycle."
73,"The Uber car, equipped with Uber’s sensing technology, comes with an automatic emergency braking system from the manufacturer."
74,"But Uber had disabled that function as well as other safety features to “reduce the potential for erratic vehicle behavior,” according to the report, putting the onus on the safety driver to intervene."
75,The agency said Uber’s safety driver grabbed the steering wheel to swerve at the last second but did not start braking until after impact.
76,"The Republic reported last March that family members of Ms. Herzberg had “resolved” a case against Uber. The Republic said that the family was represented by the law firm Bellah Perez, which said Tuesday that it could not comment on whether the firm had been involved in the case."
77,"Every decade or so, Hollywood produces a movie that is not only entertaining but also raises the question just what is entertainment."
78,"The 1934 musical “Stand Up and Cheer,” in which the president of the United States appoints a secretary of amusement to dispel the Depression, is an example of what could be called meta-entertainment. Martin Scorsese’s “The King of Comedy” (1983) and Ben Stiller’s “Cable Guy” (1996), both self-reflexively predicated on characters who are mass-culture personified, are others. So is Michael Schultz’s 1976 “Car Wash.”"
79,"A movie in which mass media, specifically radio, exerts a powerful influence on its characters’ lives, “Car Wash” is an energetic, vulgar, socially conscious farce — scored by the master of psychedelic soul Norman Whitfield and focusing on a single day at the Dee-Luxe Car Wash in downtown Los Angeles. It manages to have its cake and eat it too: The film is simultaneously downbeat and uplifting. The New York Times critic Vincent Canby called it “a terrifically shrewd piece of movie-making,” noting that “if ‘Car Wash’ makes no comment on our pop culture, it’s because it’s a piece of it.”"
80,"Yet “Car Wash” does comment on itself: The contradictions between their labor and our leisure are manifest in the irresistible title song. Punctuated by the exhortation “work and work and work,” the song by the soul group Rose Royce explains that while the Dee-Luxe is “no place to be if you plan on being a star” (never mind that at least in the final credits just about everyone gets to be one), it’s “better than digging a ditch” (what isn’t?) and “the boss don’t mind if you act the fool” (of course not). Heard over the radio, the tune sets the Dee-Luxe employees bopping while they work in a speeded-up version of the Funky Robot dance. Has a $3-an-hour job ever been more fun?"
81,"“Car Wash” evolved out of the 1970s blaxploitation genre: Schultz, the director, had a hit with the coming-of-age drama “Cooley High,” and the screenplay was by Joel Schumacher, who wrote the Motown-influenced showbiz musical, “Sparkle.” In other ways, too, “Car Wash” is a quintessential 1970s film. Political exhaustion and economic recession are never far below its candy-colored surface."
82,"Unsympathetic reviewers saw “Car Wash” as a lowbrow imitation of “American Graffiti” (1973) or “Nashville” (1975). “It has no more class than Hostess Twinkie,” Pauline Kael wrote, adding “it, too, may make you gag.” But “Car Wash” is more a critique of those movies. That which was freewheeling and expansive, whether teenage car-culture in “American Graffiti” or boomtown star-making in “Nashville,” is here drastically downsized."
83,"A microcosm of Hollywood, the Dee-Luxe is a stage, and everyone, except perhaps the anxious boss, Mr. B (Sully Boyar), and his gruff ex-con employee, Lonnie (Ivan Dixon), entertains a fantasy or at least wields a shtick. Fittingly, the cast is packed with stand-up comics — Franklyn Ajaye, George Carlin, Irwin Corey and Richard Pryor. The most compelling dreams belong to the playfully romantic T.C. (Ajaye) and the sullen black nationalist Abdullah (Bill Duke), formerly Duane."
84,"T.C.’s childish fantasy of being a black superhero parallels that of the boss’s pot-smoking son (Richard Brestoff), who wears a Mao T-shirt and tells dad’s employees, “Brothers, I’m here to unite with you!” Abdullah’s tortured self-invention is contrasted with that of the self-confident snappy queen Lindy (Antonio Fargas) who, in the movie’s best-known line, tells Abdullah, “I’m more man than you’ll ever be and more woman than you’ll ever get.”"
85,"Abdullah also mixes it up with and fails to faze the resplendently smiling Daddy Rich (Pryor), the founder of the Church of Divine Economic Spirituality, transported to the Dee-Luxe in a gold limousine accompanied by a glam gospel trio (the Pointer Sisters). Their song is an utterly transparent riff on his con man’s appeal: “You gotta believe in something, why not believe in me?”"
86,"The Dee-Luxe crew includes Latinos, a Native American and one hapless white dude, but the perspective is black. Not that the African-American press was universally favorable. The Amsterdam News called “Car Wash” “something Stephen Foster might have written about a day in the life of black folk on an antebellum plantation.” Or a movie lot. That the harried owner, his nitwit son and the brash, insecure cashier played by Melanie Mayron are Jewish suggests that the carwash might be a metaphor for the entertainment industry."
87,"The Jewish characters are well-meaning but clueless, like Carlin’s white liberal cabdriver. The white customers are privileged brats basically making a mess for media-addled minimum-wage workers to clean up. The Guardian, a Marxist weekly — fancifully suggesting an ideological connection to Lenin’s manifesto “What Is to Be Done?” — noted that the movie “poses the day-to-day practical experience of the working class against the ‘abstract’ theory of those who would politicize it.”"
88,"“Car Wash” has its flaws. The most obvious is that the female roles are underwritten and cursory, including the glum hooker played by Schultz’s wife, Lauren Jones. But the movie is sensitive to heartache, Abdullah’s not the least. “It’s all falling apart, man,” he admits to Lonnie, whose situation is only marginally less hopeless. However the bright orange uniforms worn by Dee-Luxe employees appeared in 1976, they now seem eerily predictive of prison jumpsuits. The perfunctory happy ending is suffused with melancholy."
89,"Yet to be included in the Library of Congress’s National Film Registry, “Car Wash” is a landmark. It provided a showcase for Pryor, the most bankable black star between Sidney Poitier and Eddie Murphy, who was subsequently directed by Schultz in “Greased Lightning” and “Which Way Is Up?” (both 1977). “Car Wash” also features Garrett Morris, an original member of the “Saturday Night Live” cast, and is distinguished by the presence of two notable directors, Ivan Dixon and Bill Duke, as well as the multitalented pioneer Clarence Muse."
90,"It was the first movie by an African-American director shown in competition at Cannes; there would not be another until Spike Lee’s “Do the Right Thing,” a 1989 film for which “Car Wash” furnished a template. Schultz serves as a template himself — he directed more feature-length Hollywood movies than any black director before Lee."
91,"“Car Wash” is available on Amazon Prime, Vudu, YouTube, iTunes, Google Player, and Starz; “Cooley High” is available on Vudu."
92,To the Editor:
93,"Re “Bring Back the Stick Shift,” by Vatsal G. Thakkar (Sunday Review, March 24):"
94,"When my husband and I contemplated how best to teach our oldest child to drive, the choice was easy: a stick shift. At the time, I had just written a textbook on health psychology, and the research on teenage drivers simultaneously texting and driving — and crashing — terrified me. Forcing both hands to be occupied — one on the wheel, one on the stick shift — seemed like the right way to go."
95,"Six years later, neither my oldest child or his younger brother, who also learned to drive on a manual transmission car, have had an accident, unlike many of their peers. And here’s an unexpected plus: Our sons never get asked by friends to borrow their car, since virtually no other teenagers have learned how to drive a stick."
96,"Catherine SandersonAmherst, Mass."
97,To the Editor:
98,"Yes, technology designed to make driving easier can make drivers less attentive, but it also takes the joy out of driving. Shifting into fifth or sixth gear on the open road is exhilarating, and it’s satisfying to downshift smoothly as you approach a red light or a curve in the road. Plus there’s the old circus trick of popping the clutch to start the car when the ignition is broken — I’ve done that a few times. "
99,"Driving a stick shift gives you more control of the road, and it’s fun. It’s a shame how few of these cars are being sold in the United States these days."
100,"Jennifer MelickBradley Beach, N.J."
101,To the Editor:
102,Vatsal G. Thakkar offers cogent reasons for preferring manual transmissions in our cars. I will add that another is the fact that many car thieves don’t know how to drive a stick shift. I still have my 1986 Chevrolet pickup truck because the dimwits who attempted to steal it couldn’t find first gear.
103,"Martha J. EganCorrales, N.M."
104,To the Editor:
105,"I wholeheartedly agree with Vatsal G. Thakkar. As a dedicated manual transmission driver, I was disappointed while shopping for my most recent car. Many manufacturers have discontinued the manual transmission option on many models, and when they were available in my price range, the wait was so long, or so few were available, that I had to settle for a car with an automatic transmission."
106,"While it’s nice enough, something is missing. I don’t have to use my skills to stop on a hill and not roll back. I don’t have the challenge of seeing if I can beat the car next to me when the light turns green. And most of all, I miss the slightly “badass” feeling that comes with driving a stick shift!"
107,"Mickey MariashYorktown Heights, N.Y. "
108,To the Editor:
109,"I finally succumbed and gave up my almost 20-year-old beloved Volkswagen Passat with a manual transmission. I adored the feeling of control of my automobile, and the full attention driving required. Alas, after a few years of commuting along the I-95 corridor, I wore out a tendon in my left ankle. While doctors recommended surgery, I realized, as I arrived at work each morning with a limp, that it was the constant clutching with my left foot that was causing tendinitis. And the solution: $25,000 for a new car with automatic transmission. "
110,"Throughout, however, I wondered if there would be fewer traffic jams on busy commuter routes if automatic transmission didn’t exist. With the constant need to use the clutch in stop-and-go traffic with a manual transmission, commuters would be more inclined to take public transportation or live close to work."
111,"Suzanne SmytheEssex, Conn."
112,To the Editor:
113,"Re “When Owning a Car Is a Quaint Memory,” by Kara Swisher (Op-Ed, March 23):"
114,"Has Ms. Swisher lived in the ’burbs? Ride-sharing and autonomous vehicles are great, but giving up owning a car is less practical for those living outside cities. Would you teach your 7-year-old to use Uber to get a ride home from her swim lesson? Should I use it to go hit several nurseries for spring plants? Each stop can easily be half an hour, and at the end we’ll be hauling home plants in pots and shrubs in burlap sacks. "
115,"When I get the boat ready to launch in the spring, it takes five to 10 trips over a few weeks, and the tools, wax, paint and gear I use get loaded at the start and put away when the job is done. "
116,"I’ve lived in New York City on and off for much of my life, and never wanted a car there. Here in southern New Jersey, it’s a pretty essential tool."
117,"Bill WayToms River, N.J."
118,To the Editor:
119,Access to a car is a matter of survival for many people. For many Americans the spiritual journey to having no car would end up in homelessness or bankruptcy. Many people in our country live in regions where trying to hold down a job without a car is impossible. 
120,The yawning income gap in the Bay Area is evinced by the large number of people who must actually live in their cars with their families. Plenty of people would love to live in Kara Swisher’s Ford Fiesta.
121,Jennifer E. JamesChicago
122,"At the age of 65, Richard Gillette decided it was time for him to stand out when he’s on the road. So he built himself a John Cooper Works Mini Cooper with a 228-horsepower engine, a bright red roof and — naturally — a black leather interior."
123,"“Built” doesn’t mean he worked the assembly line in Oxford, England. Instead, Mr. Gillette planted himself in front of an online configurator and chose all the bits and pieces he wanted to add to make real his vision of a Silver White Mini. About $39,000 and two months later, his bespoke carriage arrived at his dealer in New Jersey."
124,"“It was kind of a midlife crisis,” said Mr. Gillette, who described himself as a bit of an Anglophile. He changed the mirror caps and the wheels, upgraded the leather interior and added stripe decals for good measure."
125,"In our made-to-order consumer society, simple is out. And in a volatile sales universe for new cars, brands like Porsche, Ford, Mini and Volkswagen are experimenting with marketing methods to make their models more attractive to buyers — and better for their bottom lines. In a recent survey of a thousand adults commissioned by Mini, nearly two out of three people said they considered personalization important in deciding on a new vehicle."
126,"“Eventually we’ll be selling electric cars,” said George Mengisopoulos, the finance manager at Porsche Gold Coast in Westbury, N.Y. “So the motor won’t sell it — it’ll be the experience and the ability to customize. People who are about 35 to 55 years old have their own ideas of what a car should look like. The company that makes their dream car a reality is the company that’s going to get their money.”"
127,"Henry Ford supposedly told his Model T customers that they could have any color car they wanted, as long as it was black. In the 1970s, Honda bragged that the Civic, which sold for something over $3,000, about $14,000 in today’s dollars, came one way. The buyer could add an automatic transmission and a rear window wiper, and that was about all. “We make it simple,” the Honda slogan read."
128,"Not so long ago, a man visited an Audi dealership on Long Island toting a Colorado State University football helmet, colored gold. “He said, ‘I want a car this color,’” said Mr. Mengisopoulos, who worked at the store at the time"
129,"“We sent the helmet to Germany to match the gold color,” he said. “When the car came in, we were all nauseous — that’s how ugly it was. But the guy saw it, he had a tear in his eye. He was in love.”"
130,"With electric and autonomous vehicles on the horizon, nearly all brands worry that the car will emerge as a commodity, an appliance. So the concept is to allow customers — custom is the first part of that word — to build an automobile to their exact specifications, making it almost as easy as (and in some cases easier than) ordering an Ethan Allen couch or a pair of Nike by You sneakers."
131,"Of course, a custom automobile is generally more expensive than a pair of sneakers."
132,"Take Ferrari. The least costly 2019 Ferrari starts at more than $200,000. One that is run through the factory’s high-end Tailor Made program costs — well, if you need to ask the price, it’s not for you."
133,"“It really is a creative and immersive experience that allows them freedom in choosing bespoke materials, colors and finish to truly render their car unique,” Jeffrey Grossbard, a spokesman for Ferrari North America, said of the program’s buyers."
134,"Clients are invited to the factory in Maranello, Italy, or to a Tailor Made center in Shanghai and “guided” though the options — special liveries, colors, leathers and trim — by a “personal designer,” Mr. Grossbard said. To emphasize the one-off nature of the buyer’s ultimate show-off machine, the process “also allows the clients themselves to propose new solutions and materials that we can develop specifically for them,” he said."
135,"While Ferrari doesn’t advertise its bespoke service — Ferrari doesn’t advertise, period — the Mini brand has aggressively let its potential customers know that there are “millions” of permutations for a car."
136,"“We had a customer who was an engineering student at M.I.T., and he had a look at just the pure number of options and told us the true number is closer to one billion,” said Ishaan Khatri, product planning manager for Mini. “But, well, that wasn’t believable.”"
137,"Of the more than 16,000 Mini two- and four-door hardtops sold in 2017, 14,000 were one-of-a-kind models, Mr. Khatri said."
138,"The brand, owned by BMW, is also working on expanding the available add-ons with printed 3-D elements. This process “truly allows the customer to individualize the dash, LED door sills, the puddle-light projections, some trim pieces,” said a spokesman for Mini, Patrick McKenna."
139,"“That’s new territory for us,” he added. “We’re still in the early stages of that technology.”"
140,"Just this year, Volkswagen, whose models generally have limited options, is borrowing a program from its Canadian division. It’s called Spektrum. Using an online chart, buyers of the high-end Golf R can pay $2,500 for the privilege of choosing one of 40 colors — Raspberry Red, Squirrel Gray, Prussian Blue among them."
141,"The company estimates that up to 600 of the 4,000 Golf Rs produced for the United States market for 2019 will be ordered under the program, said Megan Closset, product manager for Golfs for Volkswagen of America. (The States are the biggest market for the Golf R.)"
142,"“The customer for the Golf R is unique, choosier about the car he buys, with more money to play with,” Ms. Closset said. “Not everybody believed in this program at the start, but we’re seeing orders in the system, and the interest from dealers and customers has been incredibly strong.”"
143,"She said that in Canada, “far and away the most popular color chosen has been Viper Green,” from a past-generation VW Scirocco. Nonmetallic grays are huge, she said, “along with bright hallucinatory colors for the customer who really wants to stand out.” There is a hitch: Once the car is ordered, the buyer must wait up to four months for delivery."
144,"At Audi, VW’s sister brand, the wait for a special color on the carmaker’s palette can take up to 120 days and costs an extra $3,900, said Matt McKown, senior manager for Audi Sport. “We do about 500 sales a year for bespoke vehicles in the U.S.,” he said."
145,"The Audi Exclusive program can also take a color sample and try to match it. “We can’t do Ferrari Red, but we can come close,” he said."
146,"Over the longer term, the automotive industry is looking at customization beyond the cosmetic aspects of funky paint and yellow textiles. Among the companies developing a higher level of science focused on car performance is Derive Systems in Florida."
147,"Using advanced software to direct the vehicle’s control systems, Derive works with enthusiasts and several carmakers to “take that one-size-fits-all vehicle and turn it into something that’s bespoke, tailored to meet your personal needs,” said David Thawley, Derive’s chief executive. “The implications are immense in terms of greater performance, or increased fuel savings, or increased safety.”"
148,"Among the potential solutions that Mr. Thawley and his team are investigating are technologies that would limit speeds based on highway data, and a seat-belt-dependent ignition system. Never mind those annoying buzzers and bells: This system would require that belts in the front be secured before the car would start."
149,Mr. Thawley believes that the big car manufacturers have had trouble adapting to today’s technology-driven consumers. He suggested that Tesla was the exception.
150,"“Tesla is a tech company that chose to create cars, and all the others are automotive companies that tried to become technology companies,” Mr. Thawley said. “A Tesla is built with the same design language as a modern smartphone. It’s about that user experience.”"
151,"The nice man who brought samples of the banoffee macaron to me and other customers one recent morning began, a few moments later, to gently buff the doors and windows of a new, rose-gold prototype car with a soft cloth. I could see this because the car and I were sharing a room on West 14th Street. The car was in the back and I was in the middle, sitting at one of the cafe tables near the stairs to the second floor, where there is a bar shaped like a wheel and a restaurant with a menu devised by Gregory Marchand, the chef of the Frenchie restaurants in Paris and London."
152,"The employees in all of these rooms work for the Union Square Hospitality Group, which I suppose means that Danny Meyer, the group’s founder and one of the world’s best-known restaurateurs, is now also in the business of polishing automobiles. The whole operation is called Intersect by Lexus, which gives you a good idea who made the car and was paying to keep it shiny and free of dust."
153,"Intersect by Lexus is one of those modern places where brands, instead of asking you to buy one of their products then and there, instead try to make you feel the kinds of emotions about the brand that may lead to a sale later on."
