,text
89,"Like the L train repairs, it is a necessary but deeply unpopular project to rebuild a vital link in New York City’s transportation network."
90,"It would upend lives, worsen congestion and temporarily close for years a cherished landmark — the Brooklyn Heights Promenade — that is known the world over for its sweeping views of the Manhattan skyline."
91,"Now the project’s critics are taking a cue from Gov. Andrew M. Cuomo, who called off the L train shutdown after assembling outside experts to come up with an alternative. Residents of Brooklyn Heights, one of the city’s most historic and affluent neighborhoods, are leveraging their skills, connections and considerable resources to find a less painful way to fix a crumbling stretch of the Brooklyn-Queens Expressway that runs past their homes and serves as the base of the promenade."
92,"The Brooklyn Heights Association, a leading neighborhood voice, has gone beyond simply attacking the city’s plans for the B.Q.E. to actually developing its own. The alternative plan is still largely an untested concept and would require extensive vetting, though the association did hire a consulting firm to do an initial review."
93,"Even the association says its plan is not meant to be the only solution, but is intended to expand public discussion and challenge city officials to think more creatively about repairing a six-lane highway that carries 153,000 vehicles daily."
94,"“It’s great to oppose something, but it’s always better to have something else to propose,” said Martha Bakos Dietz, a retired lawyer who is the association president."
95,"Citing the averted L train shutdown, the association recently sent a letter to city transportation officials calling for a panel of outside experts to rethink the B.Q.E. project. “The parallels seem clear: Each project poses huge engineering challenges, and in each case the government’s initial approach would impose unthinkably devastating consequences,” Ms. Dietz wrote."
96,"The alternative is a rebuttal to two plans put forward by the city last fall to rebuild the B.Q.E. and the promenade that sits on top of it. They are physically joined together in a triple-cantilever structure that resembles a giant concrete wedding cake. Three lanes of traffic run on each of the two lower levels. The 1,825-foot walkway is the icing on top."
97,"The first plan would replace the promenade with a temporary, elevated six-lane highway where traffic could be redirected from the lower levels while the triple cantilever is rebuilt. The second plan would take a piecemeal approach, closing some vehicle lanes and the promenade at any given time and rerouting traffic around construction."
98,"Both plans have drawn fierce opposition from Brooklyn residents, especially the first one, which they say would bring a “promenade highway” with cars, trucks, and exhaust fumes right to their doors. These critics also say city officials have been so focused on rebuilding an outdated expressway — the triple cantilever section opened in 1954 — that they have failed to envision the possibility of anything different."
99,"“The shame or tragedy of where we find ourselves is: Their mind-set is to rebuild what was opened in 1954 and yet we all know that going forward, transportation needs are going to be vastly different,” said Richard F. Ziegler, a lawyer who has been helping lead the association’s efforts. “They are being backward-looking instead of forward-looking.”"
100,"The association’s plan calls for building a temporary, two-tiered roadway alongside stretches of the B.Q.E. in a “parallel bypass method.” One stretch would run beside the promenade — instead of on top of it — on land that includes a parking lot and part of some berms on the eastern edge of Brooklyn Bridge Park."
101,"That would allow the promenade to remain open during much of the construction, move vehicles on the B.Q.E. farther away from homes with the walkway serving as a buffer and reduce traffic backups, according to the plan’s supporters."
102,"Hundreds of people, including Scott M. Stringer, the city’s comptroller, and Eric L. Adams, the Brooklyn borough president, recently rallied on the promenade against the city’s plans and called for a more transparent public process. An online petition urging the city to go back to the drawing board has been signed by more than 62,000 people."
103,"The group behind the petition, A Better Way N.Y.C., has grown to more than 750 volunteers and raised tens of thousands of dollars in donations to fund its campaign, which has included hiring lobbying and public relations firms as well as the Regional Plan Association, a transportation research and policy group, to analyze B.Q.E. traffic. “We want to be part of finding an innovative solution that leaves the city better off,” said Hilary Jager, a former assistant United States attorney who is part of the group."
104,"The Brooklyn Heights Association plan was developed by Marc Wouters, an urban planner and architect who lives in the neighborhood."
105,"Mr. Wouters did not provide a cost estimate, but said he expected it to be cheaper than the city’s plans, which are estimated to cost $3.2 billion to $4 billion."
106,"Polly Trottenberg, the city transportation commissioner, said her agency was analyzing the association’s plan as it also continues to explore other options for rebuilding the B.Q.E. “We’re working through the technical details, but we appreciate them putting it forward,” she said."
107,"Ms. Trottenberg said she expects to end up with four to six options, which will be weighed in public discussions as part of a thorough review process that will last about two years. “We certainly acknowledge that the two we led with were extremely controversial,” she said."
108,"In the spirit of the L train, Ms. Trottenberg added, “we too want to bring in a broader set of experts to look at this issue” and are open to “all kinds of new thinkers and voices.”"
109,"All three plans for the B.Q.E. would require state legislative approval for land use. The association’s plan, which could affect the berms in Brooklyn Bridge Park, would probably require additional state approvals. The berms shield the park from noise from the expressway and also anchor its landscape."
110,"“We have questions and concerns about this proposal, but are involved in the discussion,” said Eric Landau, the president of the Brooklyn Bridge Park Corporation, which operates the park."
111,"The other day, people strolling on the promenade said they supported any plan that would keep it open. “It’s New York City,” said Shaji Mathew, 56, as he took in the views. “You can see the water, the helipads and the high-rise buildings.”"
112,"Montserrat Vargas, an artist in Brooklyn Heights, said it was empowering for residents to be involved in what happens to the B.Q.E. and the promenade. “We as citizens can make things happen and can make change,” she said."
113,"This is not the neighborhood’s first battle over the B.Q.E. The association, which dates to 1910, once helped to thwart the city planner Robert Moses’s effort in the 1940s to run the expressway through the heart of Brooklyn Heights."
114,"Mr. Moses did not give up. He countered with a plan to build an elevated, six-lane expressway along the edge of Brooklyn Heights — similar to the city’s plan — noted Peter Bray, the association’s executive director. Residents again fought back. Mr. Moses eventually settled for a two-tiered highway that was covered over by the promenade to help contain the noise and pollution."
115,"Now, all these years later, residents are again fighting that six-lane highway that Mr. Moses envisioned."
116,"“His ghost is back,” Ms. Dietz said."
117,To the Editor:
118,"Re “Pedestrians Still in Danger, Despite Drop in Traffic Deaths” (news article, Jan. 2):"
119,Pedestrians are a danger to themselves. Jaywalkers appear out of nowhere when they dart into the street between cars and trucks. Many will cross against the light if they see no immediate approaching vehicle — or if they just happen to be in a hurry.
120,"Intersections with left-turn signals render many pedestrians clueless that vehicles have the right of way (hint: that’s why the “walk” icon is not lit up). The worst offenders are those who cross streets looking at their phones, including mothers pushing strollers. Just as we’re taught to drive defensively, it is equally important to walk defensively. "
121,And let’s not forget the bicycle couriers who move in a state of anarchy unto themselves.
122,"Thomas P. RobertsLawrenceville, N.J. "
123,The opioid crisis in the United States has become so grim that Americans are now likelier to die of an overdose than in a vehicle crash.
124,"That’s according to a new report by the National Safety Council that analyzed the causes of preventable deaths in the country in 2017. The probability of dying from an opioid overdose, according to the report, is one in 96. The chances of dying in a vehicle crash? One in 103."
125,"Most Americans are still most likely to die of natural causes, chiefly heart disease (a one in six chance) or cancer (one in seven). But the report shows, in stark numbers, that everyday events — such as falling down — might be effectively more dangerous than rare ones, such as getting hit by lightning."
126,"“Human beings, we just are not good at estimating our own risk,” said Ken Kolosh, manager of statistics at the National Safety Council, who oversaw the report. “We tend to fixate or focus on the rare, startling event, like a plane crash or a major flood or a natural disaster, but in reality, when you look at the numbers, the everyday risks that we face and have become so accustomed to form a much greater hazard.”"
127,"Medicine has improved our ability to combat fatal illnesses. But while deaths from natural causes have gone down, deaths from preventable causes have ticked up, and the result is that Americans’ life expectancy has actually decreased over the past few years, Mr. Kolosh said."
128,"Here’s a look at the trends, and the top 10 causes of preventable deaths."
129,The total number of deaths from opioid overdoses first surpassed the total number of deaths from vehicle crashes years ago. But the report found that 2017 was the first year in which accidental opioid deaths exceeded the number of accidental vehicle crashes. (Intentional overdoses or vehicle crashes were counted as suicides.)
130,"“Something that was a nonissue 30 years ago now looms as this incredible monster of an issue,” Mr. Kolosh said. "
131,"Overdoses of fentanyl, a synthetic opioid, have been driving the increase, according to data on opioid deaths from the Centers for Disease Control and Prevention."
132,"Car crashes continue to be a leading cause of preventable death, with pedestrians accounting for a bigger proportion of the fatalities, especially in urban areas. While Mr. Kolosh said the reasons behind the increase have not been thoroughly studied, distracted driving is widely considered to be a factor. "
133,"When it comes to deadly car crashes, the report made a notable finding: About half of the people who died in the crashes studied were not wearing seatbelts."
134,The probability of dying in a fall increased to one in 114. Mr. Kolosh attributed the uptick to the fact that more older adults are reporting falls. Some of them at first might not seem particularly serious.
135,"“They’re slipping or tripping in their bathrooms, or in their kitchens,” Mr. Kolosh said. But researchers are finding that even some of these minor falls may lead to hospitalization and a chain of events that may then result in death."
136,"Among the ways to prevent falls, according to the CDC: Exercise that focuses on strength, flexibility and balance."
137,Heart disease: one in six
138,Cancer: one in seven
139,Lower respiratory disease: one in 27
140,Suicide: one in 88
141,Opioid overdose: one in 96
142,Car crash: one in 103
143,Fall: one in 114
144,Gun assault: one in 285
145,Pedestrian incident: one in 556
146,Motorcycle crash: 1 in 858
147,Here’s the full list. 
148,"The power of great cooking to serve as a reminder of lost family members is the subject of “Ramen Shop,” a drama from the Singaporean director Eric Khoo that also demonstrates the power of Instagrammable cuisine to spice up an otherwise straightforward, sentimental film."
149,"The movie begins with a search for family — and the recipe for a fondly remembered bak kut teh, a pork rib soup. Masato (Takumi Saitoh), born to a Singaporean mother and a Japanese father, departs Japan after the death of his emotionally distant dad, a celebrated ramen chef in Takasaki. His father strived to create new flavors that blended cultures; he is said to have kept his deceased wife’s memory alive in every bowl. To preserve that tradition, Masato seeks out a long-unseen uncle (Mark Lee) — and his recipe for the Proustian pork rib broth — in Singapore."
150,"A food blogger (Seiko Matsuda) aids him in that search, which means that otherwise pedestrian conversational scenes are enlivened with shots of dishes like fish head curry and digressions on how Pandan leaves are used in Southeast Asian cooking to add flavor and color. The anticipated bak kut teh recipe may tempt viewers to take notes."
151,"“Ramen Shop” is not all as sweet or insubstantial as that summary suggests. It also deals, heavy-handedly, with the legacy of Japan’s occupation of Singapore during World War II — a past that weighs on Masato’s family history. But this gentle film doesn’t linger on horrors too long. It demands only your appetite."
152,Arizona prosecutors said Tuesday that they had not found evidence to charge Uber with a crime in connection with an accident in which one of its autonomous cars hit and killed a pedestrian in Tempe a year ago.
153,"On March 18, 2018, a Volvo sport utility vehicle, one of several self-driving vehicles that Uber was testing, was traveling about 40 miles per hour when it hit Elaine Herzberg, 49, as she was walking her bicycle across the street at night, the authorities said."
154,"While the car was in autonomous mode, a safety driver was sitting in the driver’s seat."
155,"The Yavapai County Attorney’s Office, which reviewed the case, said in a letter dated Monday that there was “no basis for criminal liability for the Uber corporation.”"
156,"But it added that investigators should look into what the safety driver “would or should have seen that night given the vehicle’s speed, lighting conditions, and other relevant factors.”"
157,The Yavapai County Attorney’s Office said an investigation into the case was continuing.
158,"In June, the Tempe Police Department released a report that said the safety driver was streaming the television show “The Voice” on her phone in the minutes leading up to the crash, The Arizona Republic reported."
159,"Uber declined to comment Tuesday, as did the Tempe police. The Yavapai County Attorney’s Office did not answer further questions about how it reached its decision."
160,"The March 2018 crash is believed to be the first pedestrian death resulting from self-driving technology, and many wondered how prosecutors would approach a criminal investigation."
161,The crash raised questions about the safety of the technology as well as the comprehensiveness of the rules governing it. Few such federal or state rules exist.
162,"“It’s not very well trod at all,” said Frank Douma, a research scholar at the University of Minnesota’s Center for Transportation Studies. “To my knowledge, there is not any sort of real bright-line statement about who’s liable when.”"
163,"Mr. Douma said prosecutors’ announcement Tuesday tracked with how typically people, and not car manufacturers, are held responsible for crimes they commit behind the wheel. But, as autonomous vehicles become more sophisticated, he said, such cases raise questions about that way of thinking."
164,"“Is this driver, or was this driver, behaving in any way different than what most drivers are going to be behaving like when the car is doing this much driving?” he said. “It’s a very conventional way of thinking to say we can expect and we should expect people to sit and monitor technology that is otherwise doing all the decision-making.”"
165,"The Yavapai County Attorney’s Office did its review at the request of the Maricopa County Attorney’s Office, which had a potential conflict of interest in the case because of an earlier partnership with Uber in a safety campaign. The Maricopa County Attorney’s Office did not respond to requests for comment on Tuesday."
166,The New York Times reported last March that Uber’s autonomous cars in Arizona struggled to meet the company’s expectations and required drivers to intervene more frequently than those of the company’s competitors.
167,"Uber suspended testing of self-driving vehicles after the crash. In December, the vehicles returned to public roads, though at reduced speeds and in less-challenging environments."
168,"In a preliminary report about the crash released in May, the National Transportation Safety Board said the Uber car’s computer system had spotted Ms. Herzberg six seconds before impact, but classified Ms. Herzberg, who was not in a crosswalk, first as an unrecognized object, then as another vehicle and finally as a bicycle."
169,"The Uber car, equipped with Uber’s sensing technology, comes with an automatic emergency braking system from the manufacturer."
170,"But Uber had disabled that function as well as other safety features to “reduce the potential for erratic vehicle behavior,” according to the report, putting the onus on the safety driver to intervene."
171,The agency said Uber’s safety driver grabbed the steering wheel to swerve at the last second but did not start braking until after impact.
172,"The Republic reported last March that family members of Ms. Herzberg had “resolved” a case against Uber. The Republic said that the family was represented by the law firm Bellah Perez, which said Tuesday that it could not comment on whether the firm had been involved in the case."
173,"BERLIN — Targeting foreigners, a man repeatedly drove his car at pedestrians celebrating New Year’s Eve in western Germany, injuring four people before being arrested, the police and prosecutors said Tuesday."
174,"The suspect made comments disparaging of foreigners when the police detained and questioned him, Herbert Reul, interior minister for the state of North Rhine-Westphalia, where the attacks took place, told reporters on Tuesday."
175,"“This is a case of a German deliberately driving into groups of people, people who for the most part were foreigners,” Mr. Reul said. “That means this man clearly intended to kill foreigners.”"
176,"At least three adults and one child, among them a Syrian and an Afghan, were struck and severely injured, officials said."
177,"The 50-year-old suspect, whose name was not released, had a history of psychiatric illness but no previous police record or known affiliation with far-right extremist groups, said Friederike Zurhausen, the police chief for the area where the first attacks took place."
178,"At 11:40 p.m., the attacker appeared to target a pedestrian on a main artery in Bottrop, a city in the culturally diverse, industrial Ruhr region, the authorities said. People in the street were able to flee and no one was injured."
179,"He then drove his silver Mercedes toward the city’s main square, where people were lighting fireworks to celebrate the New Year. There, he struck the four victims, including a woman who remains in life-threatening condition, Mr. Reul said."
180,"The man then fled to Essen, a larger city nearby, where he tried to steer into a group of people waiting at a bus stop, officials said. They noticed his erratic driving and were able to flee and alerted the police, who apprehended the suspect shortly afterward."
181,"Tensions between Germans and foreigners have increased in Germany since the arrival of more than 1 million people in 2015, most of them fleeing conflict in Syria, Iraq and Afghanistan and seeking asylum in Europe’s largest economy."
182,"Although the country has successfully absorbed a majority of new arrivals, a series of violent incidents has highlighted the frictions and fueled mistrust on both sides."
183,"As 2016 began, men described as North African or Arabic in appearance assaulted hundreds of women in Cologne on New Year’s Eve. Near the end of that year, a truck attack at a Berlin Christmas market killed 12 people and injured 48."
184,"At the same time, the number of attacks on immigrants by far-right extremists has increased, fueled in part by a rise in anti-foreigner rhetoric by the Alternative for Germany party, the country’s strongest opposition force."
185,"The newly appointed chief of domestic security, Thomas Haldenwang, said last month he would double the number of agents focused on fighting the far-right extremists."
186,"Jim Boeheim, the longtime men’s basketball coach at Syracuse, struck and killed a pedestrian on Wednesday night, the police said."
187,"A man had been involved in an earlier accident and had left his car on I-690 near Syracuse. Boeheim drove by later, striking the man, the police said."
188,"The victim was Jorge Jimenez, 51, of Syracuse. A police statement said Boeheim had tried to avoid the disabled car in the middle of the road and as a result had “struck the victim who was standing on the side of the road.”"
