,text
82,"The officers follow them through jam-packed platforms and onto crowded trains, waiting to see if they grope, grind, molest or indecently expose themselves again."
83,Because only then can the police intervene and make an arrest or eject them from the subway system.
84,The authorities have long been frustrated by not being able to keep known subway sexual harassers from returning to the scene of their crimes.
85,"But now, lawmakers and police officials are pushing a dramatic measure: On Monday, a city councilman, Chaim M. Deutsch, introduced a bill that would bar repeat sexual offenders from the subway system for life."
86,"Gov. Andrew M. Cuomo and Mayor Bill de Blasio endorsed the idea of dealing more forcefully with sexual predators, though they stopped short of embracing a lifetime ban."
87,"“If someone shoplifts in a store, and they are a recidivist, then that person could be banned from walking into the store,” said Mr. Deutsch, who represents parts of Brooklyn."
88,"“This should not be any different,” added Mr. Deutsch, who said he was prompted to pursue the bill by an article in The New York Post about the challenges the police face in thwarting repeat subway sexual offenses."
89,City Council members often introduce bills that do not progress very far and Mr. Deutsch’s bill likely faces long odds.
90,"Still, it has prompted a debate about a problem that many women who ride the subway must contend with on a near-daily basis."
91,"“We have individuals who, literally, since the 1980s have been committing sexual offenses on the trains,” the Police Department’s chief of detectives, Dermot F. Shea, said on Wednesday during a news conference in Brooklyn. Chief Shea spoke outside the Brooklyn Bridge-City Hall subway station, where the police said they had earlier that day arrested a man for forcibly touching a 15-year-old girl."
92,"Mr. Cuomo, who controls the subway, said he supported barring sexual offenders after a second conviction."
93,"“This is one of these issues that I think common sense needs to prevail,” he told reporters in Albany on Tuesday, adding that groping and grinding was “a major problem.”"
94,"A precedent for such measures, the governor said, already existed because of laws that prohibit sexual offenders released from prison from living near schools."
95,"“You have people who target people in the subways,” he said, adding that the high recidivism rate for such crimes shows that existing laws were ineffective. “Why keep doing the same thing over and over and over again?”"
96,"Mr. de Blasio also did not say specifically whether he supported Mr. Deutsch’s bill, but said he would support legislation that would “help us do more to go at these predators and get them off the subway.”"
97,"The Metropolitan Transportation Authority, which runs the subway, issued a statement saying that it supported efforts to keep repeat sexual offenders out of the subway."
98,"The number of sex crimes, including felonies and misdemeanors, on the subway are on the rise — 165 were reported through March 17, a 10 percent increase compared with the same period last year, according to the New York Police Department."
99,"Even though victims of sexual offenses have been encouraged to come forward for years, Chief Shea said he still believed the number of crimes did not reflect the extent of the problem."
100,"In recent years, the police and the transit agency have focused on making victims more willing to report criminal encounters."
101,"As part of that campaign, the Police Department has trained more female officers to work on sex-crime cases in the subway. They have also encouraged riders to submit cellphone camera photos and videos that could help them identify suspects and have posted these photos on social media."
102,"Still, because most sexual offenses committed on the subway are misdemeanors, prosecutors are limited in punishing convicted offenders and keeping them out of the subway, said Chief Edward Delatorre, who oversees the Police Department’s transit bureau."
103,"In Albany, State Senator Diane J. Savino, a Democrat who represents Staten Island and Brooklyn, has been working for several years to increase the penalties for people who repeatedly commit sexual offenses on the subway."
104,"“Right now, these offenders are only committing misdemeanors and can only be sentenced to up to a year in jail, with most serving little to no time at all,” Ms. Savino said."
105,"While Ms. Savino said she supported the ban proposed by Mr. Deutsch, she believed it would be hard to enforce."
106,"“They can’t be expected to have people at every turnstile checking who gets on and off the subway,” she said. “The real solution is to properly punish these crimes.”"
107,"A bill she has sponsored would make unwanted sexual contact on public transportation — what Ms. Savino called “subway grinding” — a felony. The bill was passed by the Senate three times between 2013 and 2018, all while the chamber was controlled by Republicans, but never made it past the Democratic-controlled Assembly’s Committee on Codes, which has jurisdiction over criminal justice policy."
108,"""Their attitude is that these penalties are severe enough,” she said of the committee. “But they’re not. If they were, you would not have repeat incidents by the same predators.”"
109,[What you need to know to start the day: Get New York Today in your inbox.]
110,It is a peculiarity of New York City history: The mayor does not control the subway that is so essential to the city’s success.
111,"Mayor Bill de Blasio has some influence over the transit system, but he is largely at the whim of state leaders who have controlled the subway since 1968. Now Corey Johnson, the City Council speaker, wants to change that."
112,"Mr. Johnson introduced an ambitious plan on Tuesday to wrest control of the subway from the governor and state lawmakers, many of whom live far from the city and rarely, if ever, take the subway."
113,"“We must take control of our destiny,” Mr. Johnson said during his first State of the City speech. “We must have municipal control of our mass transit system.”"
114,"Mr. Johnson, a Democrat who is likely to run for mayor in 2021, released a 100-page report calling for the creation of a city-controlled entity called “Big Apple Transit” to oversee subways and buses. The idea of the mayor taking charge of the subway has long been debated, but Mr. Johnson’s report is the most comprehensive proposal in years."
115,"New York City is unique in having its transit system run by state leaders. In Los Angeles and Chicago, the systems are mostly controlled by the mayor, allowing those leaders to set their own priorities and to undertake major upgrades. In Chicago, Mayor Rahm Emanuel has overseen a comeback of its aging subway. In Los Angeles, Mayor Eric Garcetti helped win support for a $120 billion ballot measure to expand the rail system."
116,"But some argue that it makes sense for the state to control New York’s subway since it is part of a much bigger regional transit network. The Metropolitan Transportation Authority is a sweeping agency that oversees the subways, buses, commuter railroads and key bridges and tunnels."
117,"The debate over the subway’s future comes as state lawmakers in Albany are deciding whether to approve new revenue streams for the subway. Gov. Andrew M. Cuomo has pressed for congestion pricing, a proposal to toll drivers entering the busiest parts of Manhattan to raise billions of dollars for the transit system."
118,"Mr. de Blasio recently threw his support behind congestion pricing and announced a plan to fix the system with Mr. Cuomo, with whom the mayor has frequently clashed. Their joint plan called for reforms of the transit agency and for new funding from taxes on recreational marijuana and internet sales."
119,"A spokesman for the mayor, Eric F. Phillips, said Mr. de Blasio was focused on “immediate actions to fix the broken subway system.” A city takeover of the subway was worth discussing, Mr. Phillips said, but “in best-case scenario would take years to achieve.”"
120,"Other leaders like Mayor Michael R. Bloomberg and Christine C. Quinn, the former City Council speaker, have called for mayoral control of the subway in the past."
121,"Still, Mr. Johnson’s proposal faces long odds because the governor and the State Legislature would have to sign off on the new structure."
122,"The city once ran the subway, but the state took over the struggling system in 1968, in a power grab by Gov. Nelson A. Rockefeller. Officials wanted to preserve the 20-cent fare and hoped that the tolls on bridges and tunnels would subsidize the costs of the subway."
123,"Mr. Johnson has drawn attention to the fact that he regularly takes the subway, unlike the mayor and the governor. Mr. de Blasio occasionally rides the subway while Mr. Cuomo rarely uses the system. Mr. Johnson has made the subway a priority, pushing for congestion pricing and half-price MetroCards for poor New Yorkers."
124,"Transit advocates praised Mr. Johnson’s proposal, as did Joseph J. Lhota, the authority’s former chairman, who ran against Mr. de Blasio for mayor. Mr. Lhota, who supported the idea of mayoral control during his campaign, praised Mr. Johnson’s “vision for the city.”"
125,"“It’s refreshing to see someone stand before the people,” Mr. Lhota said, “and say, ‘Hold me responsible. Hold me accountable.’”"
126,"Mr. Johnson’s speech had the feel of a campaign rally as he sought to position himself as a leader capable of thinking big, in contrast to Mr. de Blasio, who has been criticized for a lack of bold new initiatives in his second term. Mr. Johnson also challenged the state Legislature, saying that the City Council would approve congestion pricing if Albany failed to do so, though it is not clear whether the Council has the authority."
127,"The speech made clear that if Mr. Johnson runs for mayor, he would use the city takeover of the transit system as a signature issue, just as Mr. de Blasio focused on early childhood education when he first ran for mayor in 2013. Mr. Johnson was introduced by his mother, Ann Richardson, who is from Boston and has the accent to match, telling the audience about her son’s “kind loving haht.”"
128,"Mr. Cuomo, a Democrat in his third term, has received a wave of criticism over his handling of the transit system. Although he exerts great control over the agency, he has argued that he does not have enough power and that one person or entity should take charge and be accountable to the public."
129,"A Cuomo spokeswoman, Dani Lever, responded to Mr. Johnson’s speech with a short retort: “The city already owns the New York City Transit system,” in reference to a long-running debate over whether the city technically owns the system — a contention that Mr. de Blasio’s office has disputed."
130,"The authority is governed by a board that typically has 17 voting members, including six members chosen by the governor and four by New York’s mayor. Mr. Cuomo selects the board chairman and has a role in hiring the agency’s top leadership."
131,"Mr. Johnson was careful not to mention Mr. Cuomo’s name or to attack him directly, though he criticized the unpopular decision by the Cuomo administration to divert transit funding to struggling ski resorts. Mr. Johnson joked that a mayor would never make that decision over fears that it would lead to tabloid headlines of “Mayor to City: Go Sled!”"
132,"Mr. Johnson also raised concerns about whether the subway’s leader, Andy Byford, could fix the system with its current structure under Mr. Cuomo."
133,“Imagine what Andy Byford could do without the built-in dysfunction of the M.T.A. slowing him down?” he asked.
134,"Maxwell Young, a spokesman for the authority, defended the agency. Transit officials, he said, are working hard to improve service and to convince state lawmakers to support a congestion pricing plan before the April 1 budget deadline."
135,"“We are laser-focused on the passage of congestion pricing,” Mr. Young said, “and obtaining the funding we need to deliver the transit system that New Yorkers deserve.”"
136,[What you need to know to start the day: Get New York Today in your inbox.]
137,"He had wandered onto the Brooklyn subway tracks near Hoyt Street Station on Thursday morning, a boy of about 12, unattended and willing to test fate."
138,He managed to amble over the rail that carries 600 volts of electricity and wedge himself between the columns that separate the local and express tracks.
139,"It was about 9:15 a.m., and a northbound train was barreling his way."
140,The response was swift. A customer hurried to a call box and pushed a button for help. The station agent who got the call notified the rail control center. All train operators in the area received an alert and were told to be on the lookout.
141,"By then Hopeton Kiffin, a 51-year-old operator for the No. 5 train, had already spotted a flash of red on the tracks ahead of him in an area his express train would normally rush through. He slowed the train down. Someone on the platform pointed. There stood a boy in a red shirt, staring straight ahead, clapping his hands."
142,"“I’ve seen strange things, adults walking on the tracks — once I saw a guy who was on there walking to the next station — but this one, with the child standing there, I was taken aback,” Mr. Kiffin said in an interview."
143,"Mr. Kiffin’s reaction was swift but gentle. He secured the train, jumped out and approached the boy, who did not speak or respond physically or verbally to words."
144,"“He was very serious — there was no emotion, no verbal communication, not a lot of eye contact,” Mr. Kiffin said."
145,So the father of three stopped talking and offered his hand.
146,"“I have an 8-year-old daughter and sometimes words — they don’t listen — so I just gently held him by the hand,” he said. “I thought, ‘Let me guide him, and let him feel secure.’”"
147,"For a moment, the frequent subway story line of shared communal woe took a turn. Complaints about delayed trains, jam-packed platforms and violent crime were briefly overshadowed by Mr. Kiffin’s compassion."
148,About 15 minutes passed. Some people watched from the platform. Mr. Kiffin asked them how the boy had gotten into such an unusual place. No one knew.
149,Eventually Mr. Kiffin got the boy to walk to the waiting train and coaxed him into the operator’s cab.
150,"The train then moved to the next stop, Borough Hall, where the police were waiting. The boy was taken to a nearby hospital to be evaluated."
151,Mr. Kiffin was praised for his efforts.
152,"“I’m very proud of our train operator and station agent for their quick action to bring this child to safety without incident so that he can be reunited with his family,” the president of New York City Transit, Andy Byford, said in a statement."
153,"Tony Utano, the president of Local 100 of the Transport Workers Union, said Mr. Kiffin had helped to avoid a terrible tragedy."
154,"“You can never relax when you are operating a subway train,” Mr. Utano said in a statement. “You have to be alert for anything out of place. This story has a happy ending only because this operator spotted this child and managed to get him to safety.”"
155,"Mr. Kiffin lives in East Flatbush and has been a train operator for 13 years. When reflecting on the day’s events, he was relieved that his instincts as a train operator and a parent had quickly fused. Things could have gone very differently, he believed, had the boy become frightened or upset or fallen on the electric rail."
156,"“I feel I did my job,” Mr. Kiffin said."
157,The Metropolitan Transportation Authority is in a state of crisis. 
158,Deterioration of service is apparent. Ridership is down and public misery is up. The unacceptable condition of the system is having a negative effect on the city and state economies. It is difficult to imagine how the public transportation network will accommodate the hundreds of thousands of people expected to enter the regional work force over the next 20 years with a system that already delivers an average of 5.6 million rides each weekday.
159,"Most everyone agrees on these facts, but there is no consensus on what to do about that."
160,"Lately, the political debate is focused on the money, and in particular, on a congestion-pricing proposal put forth by Gov. Andrew Cuomo and Mayor Bill de Blasio, which, if adopted, would not cover all of the funding gaps. "
161,"Thus, despite the best efforts of those who support congestion pricing, how to properly fund the M.T.A. remains a vexing question. But getting the M.T.A. out of its crisis will also require significant changes in two other related areas: governance and management."
162,"The M.T.A. was created in 1968 to bring together the underfunded and poorly maintained transit systems of New York City and its region. The authorizing statute established very clearly that the chairman of the board of the M.T.A., while appointed by the governor, should be an independent chief executive officer. The heads of each agency under the M.T.A. umbrella — for example, New York’s subway authority and the suburban train lines — would report to the board chairman."
163,"The point was hard to miss: The transportation services needed professional management. No one doubted that politics and competition for resources would remain. But the system needed a voice independent of elected officials like the governor, the mayor and those in the State Legislature. This works, when it is allowed to."
164,"In 1983, Gov. Mario Cuomo pushed the Legislature to pass a law to make the M.T.A. chairman serve at the pleasure of the governor. This proposal had no support and died."
165,"To this day, neither the chairman nor the other board members report to the governor or to the other elected officials who have the authority to make board appointments. This principle has been reinforced over time."
166,"In 2009, New York State passed a law that said members of the boards of public authorities owe their fiduciary duty exclusively to the mission of their authorities — not to the elected officials who appointed them. "
167,"New York’s current governor, Andrew Cuomo, has at times ignored the legally mandated independence of the M.T.A. "
168,"I’ve learned from conversations with lawmakers and M.T.A. officials that Mr. Cuomo has appointed board members who take directions from him and his staff. He has influenced the selection of senior M.T.A. managers. M.T.A. officials have said to me that they report to the governor on many issues. The lines are often blurred among the governor, his staff and senior M.T.A. leadership. "
169,"This is not entirely new — other governors have had influence over the board, especially with the members they appointed. But it has become more pervasive in recent years, according to M.T.A. officers I’ve spoken with. No other governor in my memory has exercised such direct control over the M.T.A. board."
170,"The members of the board, even those not appointed by the governor, have mostly looked the other way. The state agency charged with enforcing the laws that govern M.T.A. independence has not done its job. "
171,"As a consequence of Mr. Cuomo’s interference, M.T.A. managers often do not know whom they report to on any particular issue. They even disagree among themselves on whom they should take direction from. "
172,"No manager, no matter how skilled, can work effectively in this environment."
173,Mr. Cuomo recently proposed some management “reforms” to the M.T.A. that will be considered by state lawmakers along with the congestion pricing plan. But his idea to create an expert panel to set congestion pricing rates and approve M.T.A.’s finances is exactly the opposite of what the M.T.A. needs.
174,"Some observers and lawmakers have proposed that New York City take back the subway and bus system, returning to something resembling the organization that failed more than 50 years ago. This proposal ignores the regional nature of our transportation system and would put in grave jeopardy the Legislature’s responsibility of enacting regional taxes to fund the system. A city-run subway would inevitably become a city-funded subway, with some limited federal contribution for capital costs, and be subject to the complex rules that frustrate effective management of other city agencies. "
175,Let’s be clear: The problem is not with the governance structure created by the original laws. The problem is that this governor is interfering where he shouldn’t.
176,The first step toward reforming the transportation system is to restore the independence of the M.T.A. management. The system will continue to fail as long as the management structure remains as it is today.
177,"If proper governance were in place, the next step would be for the board to take stock of M.T.A. assets to determine their physical condition and the financial resources needed to keep the system in a state of good repair. With such an inventory, priorities can be set, and the public can determine whether the M.T.A.’s funding requests are accurate and adequate or, like many things there, politically determined."
178,"In addition to governance reform, the M.T.A. requires more funding. Congestion pricing — even if it could pass the Legislature — amounts to a regressive tax that will fall significantly short of providing the M.T.A. with the money it needs. "
179,"New revenue streams need to be reliable, such that the source is not substantially diminished in an economic downturn, and they should have minimal effect on the regional economy. Revenue should come from across the metropolitan region, not just the city, and its burdens should be shared by general taxpayers and all the motorists who benefit from a well functioning transportation system. "
180,"These are not simple matters. Previous governors and legislatures have risen to the challenges, and they can do so again, but only if they first focus on the real problems."
181,Richard Ravitch is a former chairman of the Metropolitan Transportation Authority and a former lieutenant governor of New York. 
182,The Times is committed to publishing a diversity of letters to the editor. We’d like to hear what you think about this or any of our articles. Here are some tips. And here’s our email: letters@nytimes.com.
183,"Follow The New York Times Opinion section on Facebook, Twitter (@NYTopinion) and Instagram."
184, [Want to get New York Today by email? Here's the sign-up.]
185,It’s Friday.
186,"Weather: Friday may be wet. Expect sprinkles throughout the day, strong winds in the afternoon and a high near 50. Saturday may feel chilly. Sunday will be warmer."
187,Alternate-side parking: In effect until April 18 (Holy Thursday).
188,"The city’s subway trains are arriving on time more often, yet riders might be noticing an unusual divide in the system. The numbered lines are performing better than the lettered ones."
189,"To get a sense of why this is happening, I talked to my colleague Emma G. Fitzsimmons, a transit reporter."
190,[Why New York’s lettered subway lines are “cursed.”]
191,How are the trains performing?
192,"In 2017, less than 65 percent of trains were on time — the worst of any major transit system in the world, Ms. Fitzsimmons has reported. This year, that improved to 76 percent."
193,"But there was a twist: The seven numbered trains were outperforming the 15 lettered trains. Seventy-nine percent of numbered trains were on time, compared with 68 percent of lettered trains."
194,Why are numbered trains doing better?
195,Subway leaders cite several reasons:
196,• Schedule changes on the numbered lines improved the on-time rate.
197,• A computer system on the numbered lines allows workers to more efficiently dispatch trains.
198,"• The opening of the Second Avenue subway eased crowding on several numbered lines, and signal upgrades improved service on another numbered line."
199,Is there one thing that can improve all trains?
200,"Modern signals are the No. 1 solution, Ms. Fitzsimmons said."
201,"The subway system’s chief, Andy Byford, wants to install these signals on all the lines, but that takes time and costs billions. He hasn’t secured the funding from state lawmakers (yet)."
202,"The subway system also needs new train cars. Trains on the C line are the oldest in daily operation in the world, according to Metropolitan Transportation Authority officials."
203,Do affluent neighborhoods have better trains?
204,"Not necessarily. The F train goes through Park Slope and other wealthy neighborhoods in Brooklyn, and it has really terrible service. The on-time rate is about 50 percent — the lowest in the city."
205,"One reason I left Park Slope was because I didn’t want to live on the F train. I now ride the A train in Washington Heights, and it’s a much better experience."
206,Why were the lines assigned certain letters and numbers?
207,Three competing systems were built throughout the city.
208,• The Interborough Rapid Transit Company built the trains that are numbered.
209,"• The Independent System included what are now the A, C, D, E, F, G, R and Q lines."
210,"• The Brooklyn-Manhattan Transit Corporation included what are now the B, J, M, N, Z and L lines."
211,The companies were merged in 1953. (The W line was created in 2001.)
212,Have you noticed those weird new mailboxes? Here’s why the Postal Service made the change.
213,Several women said the philanthropist Michael Steinhardt made sexual requests of them while they were relying on or seeking his support. He denies many of the actions attributed to him.
214,Con Ed cut off new gas hookups in some New York suburbs. The move in Westchester County set off anger and panic among developers.
215,[Want more news from New York and around the region? Check out our full coverage.]
216,The mini crossword: Here is today’s puzzle.
217,Representative Alexandria Ocasio-Cortez doesn’t have an office in the Bronx. [New York Post]
218,Friends of N.R.A. are planning a fund-raiser next month in southern Brooklyn. [BKLYNER]
219,A charity volunteer was accused of stealing nearly half a million dollars donated to help the families of slain New York City police officers. [Daily News]
220,"New York’s marijuana legalization plan is getting derailed, said a state senator. [Cannabis Wire]"
221,New York restaurants thought he was a real Instagram influencer so they gave him discounted meals. [BuzzFeed News]
222,Anyone can pitch a business idea at this meeting inside Jay-Z’s club. [Wall Street Journal]
223,Friday:
224,"If you’re curious what a burlesque show featuring faces from popular video games might look like, make your way to The Nest in Brooklyn. 8 p.m. [$20]"
225,Local comics meet for a Comedy Central-style roast of Netflix characters at The Creek and The Cave bar in Queens. 10 p.m. [$5]
226,Saturday:
227,"Medgar Evers College in Brooklyn hosts the National Black Writers Conference Biennial Symposium, a gathering of writers, scholars, literary professionals, performers, students and the public. 11 a.m. [$20]"
228,Sunday:
229,Queens Museum holds a workshop on how to fly kites. 1:30 p.m. [Free]
230,The Urban Park Rangers program offers lessons in painting landscapes at Inwood Hill Park in Manhattan. 11 a.m. [Free]
231,— Derek Norman
232,"Events are subject to change, so double-check before heading out. For more events, see the going-out guides from The Times’s culture pages."
233,"Instead of the Big Apple, maybe New York should be called Bean Town."
234,"In 1994, Starbucks opened its first coffee shop in New York City. It was at 87th Street and Broadway."
235,"Ten years after the company’s debut here, the city’s Independent Budget Office determined that New Yorkers were downing so many lattes that if it taxed that coffee drink, it would  generate $12 million in revenue."
236,"So it really is no wonder that Starbucks, which was founded in Seattle, wrote on its website that “New York is America’s original coffee town.”"
237,All that coffee enthusiasm may help explain why the Coffee and Tea Festival in New York City outgrew the small Manhattan venue where it was first held 14 years ago.
