,text
35,"Mr. Sy was arrested and treated at a Milanese hospital for burns on his hand. He was expected to be charged with kidnapping; arson; resisting arrest; intention to commit mass murder, because some students were still on the bus when it burst into flames; and terrorism as an aggravating factor, because he “created panic and threatened Italian institutions,” said Alberto Nobili, one of the Milanese prosecutors assigned to the case."
36,"Mr. Sy told prosecutors that he had acted alone and that he intended to send a message to African immigrants “not to come to Europe, but at the same time to punish Europe for what he saw as its unacceptable migration policies,” Mr. Nobili said at a news conference in Milan on Wednesday night."
37,"The students, who attend a middle school in Crema, a city some 50 kilometers, or almost 32 miles, east of Milan, were returning from gym class when Mr. Sy, a regular driver on the route, poured gasoline down the bus’s center aisle and announced that he was hijacking it and taking them to Linate Airport in Milan, investigators said."
38,"He then gave zip ties to the three adults, ordering them to tie each child’s wrists together as he drove. As they went back the rows of seats, the adults left the zip ties progressively looser, another prosecutor, Francesco Greco, said."
39,"Police in two carabinieri cars, tipped off by the phone call, forced the bus to stop on the Paullese provincial highway, but Mr. Sy rammed the cars again and again. While some officers tried to speak to him, others from a third military police car forced the bus’s side door open and broke the windows at the back to allow the passengers to flee."
40,"At that point, Mr. Sy apparently ignited a lighter he was holding, officers said, and the bus caught fire as the hostages were escaping."
41,"Italian television stations showed images of the charred skeleton of the bus, completely destroyed."
42,"Asked why the adults did not try to overpower the driver, Warrant Officer Palmieri said that he could not speak for them, but that “the threat was very real.”"
43,"Mr. Sy was born in Senegal in 1972, investigators said, and became an Italian citizen in 2004. His wife, from whom he is separated, is Italian, and the couple have two children."
44,"Mr. Sy had been working for the Autoguidovie bus company for 15 years, a company official, Corrado Bianchessi, said. He “never gave any particular signal” to indicate what he had planned, Mr. Bianchessi told the Italian channel of Sky News. “We are amazed,” he said."
45,"Deputy Prime Minister Matteo Salvini, who is also Italy’s interior minister and a major opponent of illegal immigration, posted a tweet in which he said that Mr. Sy had a police record for driving under the influence and sexual assault."
46,“Why was someone with such record driving a bus for school children?” he asked. But prosecutors said the offenses were relatively minor.
47,"Mr. Nobili said Mr. Sy had made a video explaining his actions on Tuesday. “He wanted the world to speak of this event,” he said, adding that prosecutors had no sense the episode was tied to “radicalized terrorism.”"
48,"He said Mr. Sy told investigators he wanted to board a plane to Senegal from Linate Airport, but it was unclear how he could do that or what he intended to do with the students, who were around 12 years old."
49,"Mr. Sy told prosecutors he never wanted to hurt anyone, but Mr. Greco wasn’t buying it. “If we’re not crying over the death” of dozens of schoolchildren, he said, “it is thanks to the courage and rapid response of the carabinieri.”"
50,"“It could have been a massacre,” he told the Ansa news agency."
51,"Serious train and bus accidents are rare. But when they happen, passengers and their bags have almost none of the protections considered standard on planes and cars."
52,"The National Transportation Safety Board has long recommended a variety of measures to improve passenger safety, including installing lap-shoulder seatbelts, requiring riders to buckle up and improving window safety and overhead baggage restraints."
53,"“Current safety standards for locomotive cabs and rail passenger cars are inadequate,” the N.T.S.B. said in February when it unveiled its “most wanted” list of safety improvements for trains. “Protecting passengers and crews from injury requires keeping rail car windows intact and maintaining their structural integrity during an accident, and includes occupant restraint systems, such as seatbelts, to mitigate the severity of passenger injuries.”"
54,"But regulators of Amtrak, Greyhound and a host of national and regional transportation carriers have generally not adopted the recommendations."
55,"In 2017, 44 people died in bus crashes, according to the safety board. The Federal Railroad Administration’s office of safety analysis said 21 passengers and employees were killed in Amtrak and commuter train accidents in 2017 and 2018. While the number of bus and rail fatalities is relatively small, thousands of people were injured in accidents in recent years on Amtrak, Long Island Rail Road, New Jersey Transit and other commuter trains, as well as on Greyhound and other interstate bus companies, according to federal regulators."
56,"“Those 44 people could have been saved,” said T. Bella Dinh-Zarr, a recently retired member of the safety board who helped lead major bus and train crash investigations. “In some cases, just simply wearing their seatbelt would have saved them from being severely injured and then dying from those injuries, or being ejected and killed, or suffering traumatic brain injury.“"
57,"The safety board’s call for regulators to evaluate installing seatbelts in rail cars and “securing potential projectiles” resonates in the case of Rudolf Wetzel. He dozed off in his seat on an Amtrak train just outside Tacoma, Wash., as the train made its first run on a new service route south on Dec. 18, 2017."
58,"“I woke up when all hell broke loose,” he said. The train had derailed on an overpass, sending the locomotive, the power car and two rail cars tumbling onto Interstate 5. “I didn’t know what was going on.” Thrown from his seat and seriously injured, he lay underneath the train, where he could see wheels turning and hear the engine roaring."
59,"The N.T.S.B.’s preliminary investigation determined that excessive speed caused the train to derail as it rounded a curve at 78 miles per hour in a 30 m.p.h. zone. Three passengers were killed, and 62 passengers, crew members and motorists were injured. Mr. Wetzel, 82, was hospitalized for three days with a broken back as well as internal and cognitive injuries."
60,"On its most wanted list, the N.T.S.B. said “compartmentalization” — a design in which closely spaced, well-padded and high-backed train seats absorb energy during accidents — remains a problem because it “may not protect passengers during derailments and overturns.”"
61,"In a derailment, passengers often collide with one another. In these instances, Ms. Dinh-Zarr said, Amtrak’s seats don’t offer much protection from other passengers or from flying luggage. The overhead baggage racks on most Amtrak trains have only a shallow edge and railing. There are no other restraints or compartments that close with a door and a latch akin to the overhead storage in commercial airplanes, except on Acela Express, according to Amtrak."
62,"James Vucinovich, a lawyer who is representing Mr. Wetzel and others in lawsuits against Amtrak, said the interior of Amtrak train cabins leaves people vulnerable when accidents occur. “You’re going to be like a Ping-Pong ball inside of a can.”"
63,"In January last year, Representative Phil Roe of Tennessee was among the dozens of Republican lawmakers traveling to a retreat in Virginia on a chartered Amtrak train when it struck a garbage truck. Mr. Roe, a physician, assessed injuries inside and outside the train with a group of other doctors."
64,"Does he support putting seatbelts on Amtrak? “If you wanted to move safety to another level, the answer would be yes,” Mr. Roe said."
65,"He added that he is a mountaineer and not risk averse. “But I always harness up, and I’m always on the rope,” he said. “So if I’m sitting on an Amtrak and there’s a safety belt there, I’m going to put it on.”"
66,"If trains have an Achilles’ heel, it is their windows. The safety board issued a recommendation 47 years ago about “the problem of ejection of passengers through large side windows.” Ms. Dinh-Zarr said Amtrak’s windows, which are secured by rubber grommets, remain a problem because they can pop out in a crash or derailment. She was on the scene in Philadelphia in May 2015, she said, when eight passengers were killed and 185 were taken to hospitals after a locomotive and seven passenger cars derailed."
67,"“The N.T.S.B. found that if the passenger car windows had remained intact and secured in the cars, some passengers would not have been ejected and would likely have survived the accident,” the board’s report on the accident said. “Further, the passengers were not protected from serious injuries resulting from being thrown from their seats when the cars overturned.”"
68,"Kimberly Woods, a spokeswoman for Amtrak, said in an email: “Amtrak will continue to work with industry experts to explore the enhancement of occupant protection systems on our trains.” Amtrak’s windows, she said, “comply with federal requirements for impact resistance and emergency release.”"
69,"When asked why Amtrak had not installed seatbelts, she said international research on the matter has shown “inconclusive results regarding any improvements to safety.”"
70,"In a 2017 letter, the Federal Railroad Administration responded to the safety board’s seatbelt recommendation: “Current research indicates that unlike in the automobile and air transportation modes, adding seatbelts in passenger rail cars is not the most effective way to increase safety.”"
71,"Warren Flatau, a spokesman for the agency, added that the railroad administration’s own “extensive research” on the subject “has revealed that the use of seatbelts could actually increase the risk and severity of injuries.” He said the agency’s focus on “occupant protection and accident survivability” has led to “redesigned tables and seats that contain and cushion passengers,” as well as “enhanced emergency egress features” including windows, lighting and “structural crashworthiness.”"
72,"Commercial buses manufactured after 2016 are required to have seatbelts. But after a Greyhound accident in San Jose, Calif., in 2016 in which two passengers were thrown from the bus and killed, State Senator Jerry Hill looked into why everyone on board wasn’t wearing a seatbelt. He found that travelers did not have to wear the belts."
73,"“What’s the point of a seatbelt if passengers and drivers aren’t required to wear them?” he asked. So Mr. Hill introduced legislation, which took effect last summer, making California the first state with a law requiring bus passengers to wear seatbelts in any bus that has them and requiring operators to inform passengers before departure that they must buckle up or face a fine."
74,"The N.T.S.B. supported California’s law. And on its most-wanted list, it recommends that every state enact a law that requires all vehicle occupants to use seatbelts and allow law enforcement officers to give tickets to anyone who has not buckled up. The agency said it was concerned about “the limited availability and use of seatbelts in commercial vehicles” including motor coaches, school buses and medium-size buses."
75,"In August, a truck driver on Interstate 40 near Thoreau, N.M., lost control of the vehicle and jackknifed into oncoming traffic, striking a Greyhound bus. Seven passengers died and 39 were injured in the crash."
76,"Reid Valentine, a passenger on the bus, said he was not wearing his seatbelt. He said he was thrown into the seat in front of him so hard that it broke. “Glass shattered, and I watched the front of the bus just basically crumple all the way up to the front axle.”"
77,"Mr. Valentine said passengers did not receive a safety briefing, so opening emergency windows proved difficult. “We were fighting to keep them open so that we could get out of the bus and start getting people out,” he recalled. The heavy bus windows don’t just pop off, he said. “You have to hold them up like on camper awnings.”"
78,"Crystal Booker, a spokeswoman for Greyhound, said in an email: “We are constantly reviewing safety features on our buses to look for ways to improve passengers’ safety.” She added that all buses “undergo thorough inspections” and that “all Greyhound drivers nationwide are trained on safety announcements,” including evacuation procedures."
79,"She said the back of Greyhound’s seats help to “cushion passengers and mitigate injury,” even for passengers who don’t wear a seatbelt."
80,"When asked why the National Highway Traffic Safety Administration had not issued federal regulations to improve bus emergency exit windows, Kathryn Henry, a spokeswoman, said the agency was still analyzing emergency evacuation research it completed in 2011 “to inform possible means of improving the emergency exits.”"
81,"She added, “The agency believes that bus window exits must not only enable adequate evacuation in emergencies, but also should not pop out too readily in a crash.”"
82,"Crash survivors, meanwhile, often have to contend with a range of lingering physical and psychological effects. After physical therapy, Mr. Wetzel — who survived being thrown from an Amtrak train — said he was functioning at just 60 percent of his abilities."
83,And Mr. Valentine said he avoided all bus travel.
84,"“I’m still at the point where I barely sleep at night,” he said. “It’s something I’ve constantly got to think of and it’s always on my mind.”"
85,[What you need to know to start the day: Get New York Today in your inbox.]
86,"One day in seventh grade, Rasheda Herndon walked up to Clyde Edwards, a tall, skinny, supernice guy in her class, and told him, “You’re going to be my boyfriend.”"
87,"Mr. Edwards was down with that. But Ms. Herndon wasn’t sure she was allowed to date, so she told him that there would be no “funny business” and he was relegated to holding her hand on or around school property."
88,They lost contact after junior high.
89,"Decades later, Ms. Herndon and Mr. Edwards reconnected on Facebook. They exchanged messages about running — Ms. Herndon is an avid marathoner — and then they met for dinner when Ms. Herndon was in Washington, D.C."
90,"“Bing, that was it,” Ms. Herndon said. “It just took off from there — game on.”"
91,"But Ms. Herndon was living and working in New York City, and Mr. Edwards had roots in the capital. They knew it would take more than texting each other kissy-face and heart-eye emojis to bring them together."
92,"Then a white-and-green, 56-seat Cupid rolled into their lives: A charter bus that Ms. Herndon found both aesthetically pleasing and affordable. Now she can visit her “little honey bunny” — her words — nearly every weekend for rarely more than $25 each way (prices can start at $5) — without having to endure what she has experienced, she said, on other bus lines: Overcrowding, crumpled fast-food wrappers on seats, or neglected, smelly bathrooms."
93,"Ms. Herndon and Mr. Edwards, who are both 43, aren’t alone. Many long-distance couples are relying on affordable, tech-oriented bus services to see each other regularly, turning the Jersey Turnpike into a freeway of love."
94,"“We noticed via our internal technology that a lot of riders take the first bus after work on Friday, and then take the last bus home Sunday evening,” said Axel Hellman, a co-founder of OurBus, the company favored by Ms. Herndon (and others in this article) for its cleanliness, perks and unique routes. “And then we noticed that they do this every single weekend.”"
95,"When Grace Gardner met Autumn Trowbridge on a Tinder date in Washington, she was immediately smitten with the brunette she describes as “the most special person I’ve ever met.” But when it came time for college, Ms. Gardner, 22, enrolled at Baruch, in New York City. Ms. Trowbridge, meanwhile, remained in Washington, at George Washington University. They are a four-hour bus ride apart."
96,"Ms. Gardner uses her dog-walking money to buy tickets. In order to maximize her time with Ms. Trowbridge, she often takes a Thursday night bus. The couple might spend the weekend doing homework side by side, or visiting museums like the National Portrait Gallery."
97,"“Because we’re both in college, we’re trying to meet different people — this arrangement gives us independence,” Ms. Gardner said. “If we were in the same city, it might be more difficult — when you’re really, really in love with someone, you want to spend all of your time with them, and that prevents you from developing your own identity.”"
98,"If Ms. Gardner were instead to take Amtrak, she might pay anywhere from $49 to $96 for a one-way ticket, depending how far in advance she booked."
99,"OurBus is popular with undergrads and graduate students. When Mr. Hellman founded the company with Narinder Singh in 2016, they crowd-sourced routes in suburban areas that had been previously underserved by bus travel, like Columbia, Md. They also began regular service to academic hubs like Ithaca, N.Y., and State College, Pa., knowing that their fare structure, modern technology and perks like free bottled water would give their product an edge in student-heavy communities."
100,"If it weren’t for a New York City-Syracuse route, Vinayak Prabhu, a 26-year-old quantitative finance major at Rutgers, might not see his girlfriend, the “really pretty” graduate student who first caught his attention at a Walmart checkout line in New Jersey."
101,"“I believe in face-to-face interactions,” said Mr. Prabhu, who lives in Newark. “While we do live in the age of FaceTime, there’s nothing better than being in close personal touch.”"
102,"Emily Shea also found love in a big-box store when Peter Hayes, 25, one of her roommate’s friends, who was visiting from West Chester, Pa., joined them on a shopping spree in Red Hook, Brooklyn, then gamely helped lug their purchases up to their new fourth-floor walk-up apartment in SoHo."
103,"“I knew he was cool because he could deal with Ikea,” said Ms. Shea, 24, who works at an ad agency in New York. Now Ms. Shea and Mr. Hayes use the bus three weekends a month to see each other."
104,"When OurBus introduced its West Chester-New York route in December 2017, it was as if Eros himself had heard Elizabeth Stackowitz’s pleas."
105,"The 23-year-old Long Islander was sick of being “disgusted and dirty and cranky and hangry” on another bus line. She cited one incident where a man seated directly in front of her clipped his fingernails during the trip. To make matters worse, getting from New York City to Philadelphia was only half the battle. Her boyfriend, Thomas Griffin, 23, still had to pick her up and drive her and her belongings to his home in West Chester, an additional hour of traveling. This turned what should have been a joyous Friday-night reunion into an arduous journey."
106,"Without a direct bus route, Ms. Stackowitz said, “I don’t know if we would have lasted, actually. If you can’t see each other, it’s hard to have a relationship over the phone. And with the train, I don’t know if I could have afforded that twice a month.”"
107,"Similarly, a nonstop route from Lancaster, Pa., to New York made it possible for Jelena Lojpur, 23, to simultaneously interview for jobs and visit her boyfriend, Christopher Harmantzis, 26, after he moved to Brooklyn to teach eighth-grade history at a Crown Heights charter school. She took an OurBus a few times a week for six weeks — a frequency that would have made train tickets and highway tolls financially prohibitive — until she landed a job here as a paralegal."
108,The couple now lives in Bedford-Stuyvesant and regularly takes the bus — together — to visit family.
109,"RIO DE JANEIRO — A powerful summer storm swept through Rio de Janeiro on Wednesday night, leaving at least six people dead, as streets turned into rivers and mudslides destroyed homes and buried a bus, where two of the dead were found."
110,"Residents woke up to a city in disarray, with cars and motorcycles destroyed after floating down flooded roads and trees and light poles down everywhere, knocked over by winds that hit 70 miles per hour."
111,"Hotels and restaurants were inundated with water, and whole neighborhoods were left without electricity or working phone lines."
112,"“This surprised even meteorologists,” Mayor Marcelo Crivella told TV Globo in the early morning, near the area where a bus had been buried. “In two hours it rained what was expected for the whole month.”"
113,"While this was an unusually powerful storm, with windss almost as strong as a hurricane, the damage and death that followed were not rare for Rio de Janeiro and the surrounding state with the same name."
114,"In November, mudslides in the neighboring city of Niterói killed 14 people. In 2010, heavy rains left over 50 people dead in the beach town of Angra dos Reis."
115,"And in 2011, in what became one of Brazil’s most gruesome recent disasters, a powerful storm caused floods and landslides in cities in the hilly areas across the state of Rio, killing over 900 people."
116,"With precariously built homes and makeshift infrastructure, the city of Rio de Janeiro’s hillside poor neighborhoods, or favelas, are commonly the hardest hit during the summer’s heavy rain season. Residents say the government can do more to both flood-proof buildings here and warn people ahead of time."
117,"Statistics collected by the Rio de Janeiro Budget People’s Forum, which monitors the local budget, showed that the city cut almost 80 percent of its spending on flood control in the last four years."
118,"“This reduction shows authorities don’t prepare for these heavy rains,” said Luiz Mario Behnken, an economist with the forum. “Every year they are surprised by these rains.”"
119,"Rita de Cássia Smith, a community leader in Rocinha, one of the city’s largest favelas, pointed to faulty sewage and drainage systems, and the lack of trash collection, as some of the causes of the destruction."
120,"“In Rio de Janeiro, we have tragedies and deaths every year,” Ms. Smith said. “This happens because all the building work is poorly done, so when the rain comes it knocks it all down.”"
121,"As she watched her street become a river rapid, Ms. Smith said she spent the night scared to death. Just down the road, dozens of residents spent the day trying to use ropes to lift more than 10 motorcycles that had fallen down a hillside."
122,"Mauricio Ehrlich, an engineer and geotechnician at the Federal University of Rio de Janeiro, said there had been investments in the city’s drainage system in recent decades, but not enough."
123,"“The ideal thing would be to have urban planning,” Professor Ehrlich said. “The government fails when it lets the city grow in inadequate areas.”"
124,"Nearby, Maria Leni Martins tried to recover whatever was left of her home, after it had flooded the night before. As the water hit her waist, she had to scream for neighbors to save her 74-year-old mother, who has difficulty walking."
125,She thought they were going to drown.
126,"“The government needs to do something,” she said, as she tried to clean off the mud from her floors. “This isn’t the first time my house floods.”"
127,"OTTAWA — An afternoon commute in Canada’s capital turned to horror after a double-decker city bus became impaled on a passenger shelter, leaving three people dead and 25 injured, officials said."
128,"Jim Watson, the mayor of Ottawa, said that one victim was standing on the platform at the time of the collision, and the other two were aboard the bus."
129,"“Our hearts and condolences go out to all those who were injured,” Mr. Watson said at a news conference. “Our focus now must be to provide care and sympathy for those affected by the accident.”"
130,"Of the injured, 14 arrived at hospitals in critical condition."
131,It was the second deadly accident involving a double-decker bus in the city in less than six years.
132,"The bus, operated by the city’s transit system, OC Transpo, was traveling along a below-grade road reserved for buses when it lost control entering a station west of the city’s downtown at about 3:50 p.m., said Chief Charles Bordeleau of the Ottawa Police Service."
133,"It then mounted a passenger platform and crashed into a shelter. The steel and glass of the shelter’s overhang tore off the front of the bus, and sliced through a large section of its upper deck."
134,"Chief Bordeleau said that most of the injured people were in that part of the bus, and that several people on the platform also required treatment."
135,Why the bus lost control was not clear. It was a bitterly cold afternoon: Officials had delivered a frostbite warning and black ice had developed on several roads throughout the city.
136,"“There’s no question that the weather adds to the complexity of the scene,” Chief Bordeleau said, although he declined to answer questions about the possible causes or the condition of the transit road’s service."
137,"He said that “something led us to having arrested” the bus driver, but he declined to offer any details. She was being questioned on Friday night."
138,"The bus, whose route was to take it from downtown to the suburbs, was not scheduled to stop at the station where the collision occurred, and merely meant to pass through it."
139,"Doug Ford, the premier of Ontario, wrote on Twitter that he was “devastated to hear about those who lost their lives and were injured following the horrific bus collision.”"
140,"In 2013, another OC Transpo double-decker bus collided with an intercity passenger train, leaving six dead and 35 people injured."
141,"An investigation by federal authorities found that the driver may have been distracted by a video screen that allowed him to monitor passengers on the upper level of the bus. It also called for the addition of bumpers to the buses, which are made in Britain."
142,"John Manconi, the general manager of OC Transpo, said buses built since that report have included bumpers, but he did know whether the bus in Friday’s collision was among them."
143,"Iran said Tuesday that at least three Pakistani citizens were among the assailants responsible for killing 27 members of the Islamic Revolutionary Guards Corps on a bus last week, including the driver of the explosives-laden car that rammed the vehicle."
144,"The Feb. 13 bombing in a restive southeast region along the Pakistan border was one of the deadliest attacks in years to strike Iran. At least 13 people were wounded and the bus was destroyed, according to Iranian news websites."
145,"Iran, which is predominantly Shiite Muslim, has often criticized Pakistan for harboring Sunni Muslim militants from the province, Sistan and Baluchistan, a haven for separatist groups and drug traffickers that have orchestrated attacks in recent years against Iranian security forces. But it is unusual for Iran to accuse Pakistani citizens."
146,"The accusation, reported by Iran’s Tasnim news agency, was made by a commander of the Revolutionary Guards, Brig. Gen. Mohammad Pakpur, at a ceremony held Tuesday to honor victims of the attack."
147,"Tasnim quoted General Pakpur as saying that two members of the terrorist team and the suicide bomber were from Pakistan, and that three others were from Sistan and Baluchistan."
148,"On Monday, the Revolutionary Guards announced three arrests in the attack, but did not specify the identities of the suspects."
149,"Within hours of the attack, a militant Sunni extremist group, Jaish al-Adl, which has operated in southeast Iran for years and has links to Al Qaeda, claimed responsibility."
150,"Iranian officials immediately accused the United States, Israel and Saudi Arabia of complicity in the attack. They suggested it was more than coincidental that it had been carried out as representatives of all three nations were meeting in Warsaw at a conference aimed in part at isolating Iran."
151,But the Iranians also made clear after the attack that they suspected militants from the Sistan and Baluchistan region.
152,"Tasnim said Iran’s foreign minister, Mohammad Javad Zarif, spoke by telephone on Sunday with his Pakistani counterpart, Shah Mahmood Qureshi. Mr. Qureshi said Pakistan was “ready for any kind of cooperation with Iran to probe into the terrorist attack,” the news agency reported."
153,"A suspect in the deadly shooting of an off-duty police officer in Chicago over the weekend was targeting the “first Hispanic man he saw” after a dispute with a group of Latino men, the city’s police superintendent said."
154,"The officer, John Rivera, 23, was shot in a parked car early Saturday along with a friend, who was hospitalized and is now in stable condition, according to Melissa Staples, the Chicago Police Department’s chief of detectives."
155,"Surveillance camera video showed that one of the two men who have been charged in the attack, Menelik Jackson, 24, encountered the Latino men on a party bus in front of a McDonald’s in the River North neighborhood, Chief Staples said at a news conference on Monday. Mr. Jackson, who is black, was punched in the face by one of the men and ran away, the chief said."
156,"Shortly after, Mr. Jackson returned but the party bus had left the area, Chief Staples said. Mr. Jackson then got in his white Ford pickup truck and searched the area for the bus but did not find it, she said."
157,"Chief Staples said that an hour after the confrontation in front of the McDonald’s, Mr. Jackson approached a car with two friends, Jovan Battle, 32, and another man the police are still searching for. She said Mr. Jackson then shot at the car with a .40-caliber handgun, killing Officer Rivera and wounding his friend."
158,"“It appears that he was just looking for a Hispanic person,” Eddie Johnson, the Chicago police superintendent, said at the news conference. “He was searching around for the party bus, the party bus had left the area, so I guess he settled for the first Hispanic he saw,” Mr. Johnson said, adding that Mr. Jackson had confessed."
159,Mr. Jackson and Mr. Battle have each been charged with one count of first-degree murder and three counts of attempted murder. They are being held without bail.
160,Mr. Johnson also said that the authorities “have been pursuing possible hate crime charges since the beginning.”
161,"Chris Anderson, a public defender who is representing Mr. Battle, said that his client did not “share the intent of the shooter based on what the state proffered.” He added that Mr. Battle “suffers from bipolar disorder and depression, receives S.S.I. and disability, was denied phone calls, and has a severe, untreated, old and deep cut to his finger that needs medical attention.”"
162,"Mr. Battle has been ordered to the jail hospital for treatment, Mr. Anderson said."
163,A lawyer for Mr. Jackson did not immediately respond to calls and emails.
164,"Officer Rivera’s second anniversary with the Chicago police had been approaching in May, the department said."
165,"“He was the kind of officer that we want in Chicago,” Mr. Johnson said, adding that Officer Rivera was a “hard worker, he loved going out on patrol and solving problems.”"
166,"As they begin their search for a nominee, most Democrats — more than half, according to a February poll from Monmouth University — prize electability above all else. They want a sure thing, someone who will beat President Trump."
167,But beating Trump isn’t the same as beating Trumpism. Unseating the president won’t automatically undermine the white resentment and racial chauvinism that drive his movement. That will depend on the nature of the campaign against him and whether it challenges the assumptions of his ideology or affirms them in the name of electoral pragmatism.
