,text
137,MagazineNewsRailroadsBlogs & ForumsPhotos & VideosLocomotivesShop
138,"TRAINS FREE EMAIL NEWSLETTER
                
                  Get our weekly newsletter delivered to your inbox
                Sign upCONNECT WITH US"
139,Enter keywords or a search phrase below:
140,"Lens: Sigma 100-400mm F5.6-6.3 DG OS HSM Contemporary at 220mm; Shutter: 1/500 sec; Aperture: f/18 ISO: 800; All Photos: Â© William Beecher Jr., 2017. All rights reserved.
"
141, Photographer William Beecher Jr.
142,The 10 o’clock news says one more day of blue skies before the weather turns to crud. That clinches it: photographer William Beecher Jr. packs his camera bag with a body and two essential Sigma lenses: the 24-105mm F4 Art and the 100-400mm F5-6.3 Contemporary.
143,"“Sigma has produced two winning lenses that have revolutionized and simplified my bag,” says Beecher. “These are my staple, go-to action lenses. I don’t like wasting opportunity or being stuck with the wrong equipment.” Both feature durable, solid construction and optical stabilization for sharp photographs even under the most difficult conditions."
144,Lens: Sigma 100-400mm F5.6-6.3 DG OS HSM Contemporary at 302mm; Shutter: 1/640 sec;   Aperture: f/13;   ISO: 400
145,"The Sigma 100-400mm F5-6.3 DG OS HSM Contemporary telephoto lens is compact and lightweight, and provides the reach and sharpness usually found in larger, heavier lenses. According to Beecher, “This lens will get you where you want to be, with great depth and clarity.”"
146,"The Sigma 100-400mm 5-6.3 DG HSM OS Contemporary is a state-of-the-art telephoto zoom that brings a new level of portability and quality to the super telephoto market. Touting Sigma’s Optical Stabilizer (OS), the Sigma 100-400mm 5-6.3 Contemporary is highly compact and lightweight compared to similar products on the market. A push/pull zooming function and a new Hyper Sonic Motor (HSM) allow for a more responsive approach to photography while a 1:3.8 macro feature can be utilized from up close or from a further distance. Like each and every Global Vision Lens, the Sigma 100-400mm Contemporary is handcrafted at our single factory in Aizu, Japan and undergoes individual evaluation before leaving Sigma’s facility."
147,"Lens: Sigma 24-105mm F4 DG OS HSM Art at 57mm; Shutter: 1/800 sec;   Aperture: f/10;   ISO: 400
"
148,"The Sigma 24-105mm F4 DG OS HSM Art is a high-performance zoom lens designed for high-resolution digital cameras. “This is my everyday, always-on-my-body wide-angle to medium telephoto lens,” Beecher says. “It’s a must-have for every serious railfan photographer.”"
149,"“The morning shines bright, and the trains are running, putting the 1-2 punch to my advantage. In just a couple hours, I have these great images of an exciting short line, and I’m extremely pleased with the results. Sigma has made this outing a memorable one!”"
150,"The Sigma 24-105mm F4 DG OS HSM Art lens is a premium lens designed for full frame cameras and will also work with APS-C sensors with an effective increase in focal length. The 24-105mm F4 is a highly versatile focal range and staple everyday lens. With the increasing resolution power of new sensors, it is designed to bring out the true potential of evolving camera technology. Sigma’s 24-105mm f4 includes proprietary Sigma technology including our Hyper Sonic Motor (HSM) which ensures fast, quiet and accurate autofocusing as well as our Optical Stabilizer (OS) which compensates for camera shake. A 9 blade rounded diaphragm creates beautiful background blur, while FLD and SLD glass elements compensate for various aberrations, distortion and curvature. The use of Thermally Composite Material (TSC) reduces size and weight and as part of the new Global Vision design, it is compatible with the Sigma USB dock for further customization and the new Mount Conversion Service."
151,Lens: Sigma 100-400mm F5.6-6.3 DG OS HSM Contemporary at 191mm; Shutter: 1/1000 sec; Aperture: f/9; ISO: 800
152,"The Sigma 24-105 F4 Art lens is available in Sigma, Canon, Sony-A and Nikon mounts. The Sigma 100-400mm F5-6.3 Contemporary lens is available in Sigma, Canon and Nikon mounts. Sigma lenses are covered under the Sigma Corp. of America 4-year limited warranty when purchased through a Sigma authorized dealer."
153,"Since 1961, Sigma has developed technologies that enable photographers to capture perfect images. Today, Sigma is a top choice for railfans worldwide. Sigma lenses are handcrafted at our single factory in Aizu, Japan."
154,1940-Present
155,"1Electro-Motive Corporation 103, FT demonstrator, concludes 11-month, 83,764-mile test over 20 railroads in 35 states from Portland, Me., to Bakersfield, Calif., from Seattle to Atlanta. "
156,"New York Central receives first dual-service 4-8-2 Mohawk, No. 3000."
157,"Al Kalmbach publishes first issue of Trains, with Linn H. Westcott and Willard V. Anderson as co-editors."
158,"Three new alternate-day streamliners debut in Chicago-Florida service: City of Miami, South Wind, and Dixie Flagler."
159,Chicago &  Eastern Illinois emerges from receivership into private management.
160,Chicago North Shore &  Milwaukee receives first of two Electroliners.
161,"Santa Fe 100, first revenue FT diesel, placed in service."
162,"Last run of Denver &  Rio Grande Western narrow-gauge to Santa Fe, N. Mex."
163,First Union Pacific 4-8-8-4 Big Boy accepted from Alco.
164,"UP City of Salina, first Streamliner (M-10,000 from 1934), removed from service."
165,"Government takes over Toledo, Peoria &  Western because of labor strife."
166,"First Pennsylvania T1 4-4-4-4, 6110, built by Baldwin."
167,"Illinois Central introduces all-new Panama Limited, last prewar lightweight train."
168,"Daniel Willard, 81, president of Baltimore &  Ohio for 31 years, dies."
169,"Kalmbach Publishing Co. moves from 1568 W. Pierce St. to 1027 N. 7th St., Milwaukee."
170,Canadian National's Montreal Central Terminal opens.
171,"Burned-off journal derails PRR Congressional at Frankford Junction, Pa., killing 79."
172,"Fire in Tunnel 20 closes Denver &  Salt Lake main on Colorado's Front Range for 72 days, forcing D& SL and tenant D& RGW to detour via Tennessee Pass."
173,"Monson Railroad, last Maine 2-foot-gauge common carrier, quits."
174,"Atlantic Coast Line Tamiami Champions derail and collide near Buie, N.C., killing 72."
175,"Rio Grande's Leadville-Ibex (Colo.) branch, highest standard-gauge line in U.S. at 11,512 feet, abandoned; title passes to nearby Colorado &  Southern at 11,465 feet."
176,Bangor &  Aroostook orders a 4-8-2 and a 2-8-0 (last new Class 1 Consolidation) from Alco.
177,Centennial of the railroad telegraph.
178,"NYC orders 300 passenger cars from three builders, ending drought caused by WWII shortages."
179,"Alco delivers 1000th diesel, Wabash S2 317."
180,"Fairbanks-Morse turns out its first diesel-electric, Milwaukee Road 1000 h.p. switcher 1802."
181,"Central of New Jersey introduces Statue of Liberty emblem, replacing old circular logo."
182,"Chicago, Burlington &  Quincy operates 82-car mail and express train, Chicago to Council Bluffs Transfer."
183,Washington Union Station closes its doors for several hours account overcapacity crush of sales and passengers.
184,"Norfolk &  Western J-class 4-8-4, on loan to PRR's Fort Wayne Division for testing, pulls Broadway Limited eastbound from Chicago."
185,NYC places first Niagara 4-8-4 in service.
186,"Santa Fe opens new Colorado River bridge at Topock, Ariz."
187,"New York, Susquehanna &  Western dieselizes, first Class 1 to do so (Texas Mexican had dieselized in 1939 but used steam occasionally later)."
188,Joint Milwaukee Road-Rock Island Harry S Truman Missouri River bridge at Kansas City completed.
189,"2 First revenue trip of Burlington Silver Dome, first dome coach, on Twin Cities Zephyr."
190,"Robert R. Young proposes to consolidate Chesapeake &  Ohio, Pere Marquette, Nickel Plate, and Wheeling &  Lake Erie (derailed by NKP shareholders a month later)."
191,Wartime restrictions on railroad enthusiast photography lifted.
192,"Oregon Electric announces intent to retire electrification, dieselize."
193,Rio Grande opens new Tennessee Pass (Colo.) tunnel and Northern Pacific a new Bozeman Pass (Mont ) tunnel.
194,"Atlanta, Birmingham &  Coast merged into Atlantic Coast Line."
195,B&O shifts Detroit passenger trains from Fort Street Union Depot to Michigan Central Station.
196,Canadian Pacific reinstates beaver in new company emblem.
197,Wartime restriction on sleeping-car runs of under 450 miles lifted.
198,Centennial of Pennsylvania Railroad's charter.
199,"Rear-end collision of CB& Q Exposition Flyer and Advance Flyer at Naperville, Ill., kills 45."
200,"John W. Barriger III named president of Chicago, Indianapolis &  Louisville (Monon Route)."
201,Boston &  Maine discontinues Hoosac Tunnel electrification in favor of diesels.
202,"3 Last PRR T1, 5549, enters service."
203,"Missouri &  North Arkansas struck, leading to dismemberment of 335-mile line."
204,"Debut of Alco's 75,000th locomotive, Santa Fe ""PA"" A-B-A set No. 51."
205,"4 Great Northern introduces all-new Empire Builder, first postwar streamlined train."
206,Florida East Coast opens 25-mile Fort Pierce-Lake Okeechobee cutoff.
207,"Last run of 190-mile Pittsburg, Shawmut &  Northern."
208,"Edaville Railroad opens in Massachusetts, reincarnating three Maine 2-footers for tourists."
209,"Gulf, Mobile & Ohio acquires Alton Railroad."
210,TP& W resumes service after 19-month strike.
211,5 General Motors' Train of Tomorrow begins nationwide tour from Chicago.
212,Pere Marquette merged into C&O.
213,Monon Route marks centennial.
214,"Rock Island completes $15 million, five-site Iowa relocation project."
215,Freedom Train begins nationwide tour behind Alco PA Spirit of 1776.
216,"Lima Locomotive Works merges with General Machinery of Hamilton, Ohio, to create Lima-Hamilton Corporation."
217,Tonopah &  Goldfield abandoned.
218,Trains enlarges from 6¾ x 10¼-inch to 8¼ x 11¼-inch format.
219,C&O's new Baldwin steam-turbine No. 500 begins tour.
220,Rock Island emerges from long and acrimonious reorganization.
221,"Virginian receives largest electric locomotives, two-unit GE motor-generator sets."
222,Norfolk Southern goes freight-only.
223,Santa Fe begins daily Super Chief.
224,Al Kalmbach hires David P. Morgan.
225,Chicago Railroad Fair opens.
226,Willard V. Anderson named Trains editor; A. C. Kalmbach remains publisher.
227,Centennial of Erie's Starrucca Viaduct.
228,NYC introduces all-new 20th Century Limited.
229,Alco-GE gas-turbine electric finished.
230,B&O pays first dividend since 1931.
231,C& EI marks centennial of predecessor's charter.
232,"Midland Terminal, last remnant of Colorado Midland, ceases operation."
233,Burlington Route marks centennial of first predecessor's charter.
234,"6 California Zephyr inaugurated over Burlington, Rio Grande, and Western Pacific."
235,Airline passenger-miles exceed Pullman passenger-miles for first time.
236,"Lima outshops last steam locomotive, Nickel Plate S-3 2-8-4 No. 779."
237,Atlantic &  Danville resumes independent operation.
238,"Baldwin outshops last domestic steam locomotive, C& O H6 2-6-6-2 1309."
239,7 Budd introduces the RDC1.
240,EMD introduces the GP7.
241,"GM&O becomes first ""major railroad"" (2901 miles) to dieselize."
242,Wheeling &  Lake Erie leased by Nickel Plate Road.
243,"

 


Choose Your Digital Option
Trains magazine is available in both print and digital versions. Through our partnership with Zinio, you can now enjoy Trains on your PC, Mac, iPhone, iPod Touch, iPad, and select Android devices.
Select the format that is best for you!


Digital + Print Subscription
 Get Both » 
Save with the digital + Print Combo.


Digital Subscription Only
 Buy Now » 
Get Trains Magazine for your Digital Device.


Already a Subscriber?
 Login » 
Login to Add Digital.




Digital editions of this magazine are also available for purchase through the providers below:



    Apple Newsstand



    Barnes & Noble



    Google Play Store



    Amazon


Apple and the Apple logo are trademarks of Apple, Inc., registered in the United States and other countries. App Store is a service mark of Apple Inc. Google Play is a trademark of Google Inc. Barnes & Noble is a registered trademark of Barnes & Noble Booksellers, Inc. Nook and the Nook logo are registered trademarks of Barnesandnoble.com LLC. Amazon Kindle Fire is a trademark of Amazon.com, Inc., or its affiliates.



"
244,MagazineNewsRailroadsBlogs & ForumsPhotos & VideosLocomotivesShop
245,"TRAINS FREE EMAIL NEWSLETTER
                
                  Get our weekly newsletter delivered to your inbox
                Sign upCONNECT WITH US"
246,Enter keywords or a search phrase below:
247, 
248,"Trains magazine is available in both print and digital versions. Through our partnership with Zinio, you can now enjoy Trains on your PC, Mac, iPhone, iPod Touch, iPad, and select Android devices."
249,Select the format that is best for you!
250,Save with the digital + Print Combo.
251,Get Trains Magazine for your Digital Device.
252,Login to Add Digital.
253,"
    Apple Newsstand"
254,"
    Barnes & Noble"
255,"
    Google Play Store"
256,"
    Amazon"
257,"Apple and the Apple logo are trademarks of Apple, Inc., registered in the United States and other countries. App Store is a service mark of Apple Inc. Google Play is a trademark of Google Inc. Barnes & Noble is a registered trademark of Barnes & Noble Booksellers, Inc. Nook and the Nook logo are registered trademarks of Barnesandnoble.com LLC. Amazon Kindle Fire is a trademark of Amazon.com, Inc., or its affiliates."
258,"


                        Subscribe now »
                    

"
259,Already Registered?
260,MagazineNewsRailroadsBlogs & ForumsPhotos & VideosLocomotivesShop
261,"TRAINS FREE EMAIL NEWSLETTER
                
                  Get our weekly newsletter delivered to your inbox
                Sign upCONNECT WITH US"
262,Enter keywords or a search phrase below:
263,MagazineNewsRailroadsBlogs & ForumsPhotos & VideosLocomotivesShop
264,"TRAINS FREE EMAIL NEWSLETTER
                
                  Get our weekly newsletter delivered to your inbox
                Sign upCONNECT WITH US"
265,Enter keywords or a search phrase below:
266,MagazineNewsRailroadsBlogs & ForumsPhotos & VideosLocomotivesShop
267,"TRAINS FREE EMAIL NEWSLETTER
                
                  Get our weekly newsletter delivered to your inbox
                Sign upCONNECT WITH US"
268,Enter keywords or a search phrase below:
269,MagazineNewsRailroadsBlogs & ForumsPhotos & VideosLocomotivesShop
270,"TRAINS FREE EMAIL NEWSLETTER
                
                  Get our weekly newsletter delivered to your inbox
                Sign upCONNECT WITH US"
271,Enter keywords or a search phrase below:
272,MagazineNewsRailroadsBlogs & ForumsPhotos & VideosLocomotivesShop
273,"TRAINS FREE EMAIL NEWSLETTER
                
                  Get our weekly newsletter delivered to your inbox
                Sign upCONNECT WITH US"
274,Enter keywords or a search phrase below:
275,MagazineNewsRailroadsBlogs & ForumsPhotos & VideosLocomotivesShop
276,"TRAINS FREE EMAIL NEWSLETTER
                
                  Get our weekly newsletter delivered to your inbox
                Sign upCONNECT WITH US"
277,Enter keywords or a search phrase below:
278,MagazineNewsRailroadsBlogs & ForumsPhotos & VideosLocomotivesShop
279,"TRAINS FREE EMAIL NEWSLETTER
                
                  Get our weekly newsletter delivered to your inbox
                Sign upCONNECT WITH US"
280,Enter keywords or a search phrase below:
281,MagazineNewsRailroadsBlogs & ForumsPhotos & VideosLocomotivesShop
282,"TRAINS FREE EMAIL NEWSLETTER
                
                  Get our weekly newsletter delivered to your inbox
                Sign upCONNECT WITH US"
283,Enter keywords or a search phrase below:
284,"


"
285,"
Last man standing?



                            By 
                        
                            Justin Franz




"
286,"

                    Railroads, labor at odds over value and safety of one-person crews
                "
287,"


"
288,"
Streetcar named high tech



                            By 
                        
                            Steve Sweeney




"
289,"

                    Alstom ratchets up on tech and styling in Dubai's new tram
                "
290,"


"
291,"
611 reborn



                            By 
                        
                            Jim Wrinn




"
292,"

                    The Queen of Steam returns home to begin a third career
                "
293,"


"
294,"
Weathering the storm



                            By 
                        
                            Scott Lothes




"
295,"

                    These are trying times for the Albany & Eastern Railroad's Mill City local
                "
296,"


"
297,"
F Tower finale



                            By 
                        
                            Brian Schmidt




"
298,"

                    Technology comes full circle at Ohio's premier train-watching spot

See a Fostoria photo gallery!
"
299,"


"
300,"
Three weeks gone in three minutes



                            By 
                        
                            Robert S. Butler




"
301,"

                    A CSX train with Union Pacific power blasted through Perry, Ohio
                "
302,"


"
303,"
In My Own Words: Unexpected consequences



                            By 
                        
                            Brian Buchanan




"
304,"

                    An office employee no longer feels protected
                "
305,"
News & Photos





"
306,"

Train 188 survivor: 'I'm grateful'

Firsthand account shows how people worked together after May passenger train derailment


Amtrak reaffirms late 2015 PTC completion date

ACSES to roll out over Northeast Corridor in phases


Amtrak to install in-cab cameras

Inward-facing cameras will be installed on all ACS-64 locomotives before the end of the year


Simpson pulls the pin

America's last logging railroad calls it quotes in Washington state




"
307,"
Don Phillips





"
308,"
Amtrak 188 wreck leaves questions
Where were Amtrak officials? And is the time now ripe for a railroad man in charge?
                        "
309,"
Fred Frailey





"
310,"
All the places we've gone together
Never underestimate the power of curiosity. It took me a long way in this magazine
                        "
311,"
Locomotive





"
312,"
To B or not to B unit
Cabless hood units survive in 2015, but for how long?
                        "
313,"
Technology





"
314,"
WRI, it's the wheel thing
Railroaders, engineers gather in Atlanta for world's largest, longest-running wheel-rail conference
                        "
315,"
Passenger





"
316,"
'Empire Builder' tries to get well
Reliability is improving, but Amtrak's cost-cutting obsession limits train's potential for growth
                        "
317,MagazineNewsRailroadsBlogs & ForumsPhotos & VideosLocomotivesShop
318,"TRAINS FREE EMAIL NEWSLETTER
                
                  Get our weekly newsletter delivered to your inbox
                Sign upCONNECT WITH US"
319,Enter keywords or a search phrase below:
320,Last man standing?
321,Streetcar named high tech
322,611 reborn
323,Weathering the storm
324,F Tower finale
325,Three weeks gone in three minutes
326,In My Own Words: Unexpected consequences
327,News & Photos
328,Don Phillips
329,Fred Frailey
330,Locomotive
331,Technology
332,Passenger
333,From the Editor
334,Hot Spots
335,Preservation
336,Ask Trains
337,"


"
338,"
100 percent pure cane railroading



                            By 
                        
                            Scott A. Hartley




"
339,"

                    U.S. Sugar operations include two sweet Florida railroads
                "
340,"


"
341,"
Guilt trip to the world’s rooftop



                            By 
                        
                            Albert Tay




"
342,"

                    The Qinghai-Tibet Railway is a marvel, but at what cost and to what end?
                "
343,"


"
344,"
Railroading in Avalanche Alley



                            By 
                        
                            Justin Franz




"
345,"

                    Men, machines, and science battle the elements to keep BNSF Railway’s Marias Pass route open
                "
346,"


"
347,"
Map of the Month: The Great Northern today



                            By 
                        
                            Bill Metzger




"
348,"

                    A look at what remains and what’s been lost from James J. Hill’s transcontinental route
                "
349,"


"
350,"
When winter comes



                            By 
                        
                            Stephen C. Host




"
351,"

                    Snowplows cannot be far behind in Southern Ontario
                "
352,"


"
353,"
In My Own Words: Snow day at Rez



                            By 
                        
                            Jon D Ruesch




"
354,"

                    A rare snowfall in Tacoma, Wash., made for an interesting day for a Burlington Northern train order operator
                "
355,"
News Photos





"
356,"

Railroads at the edge of the abyss
    
More than 20 railroads tell Congress they’ll shut down in January without a PTC deadline extension


Senate committee focused on PTC during Feinberg hearing
    
Thune looking to Feinberg as a leader on a challenging issue


GE Capital sells railcar businesses
    
Union Tank Car parent, Wells Fargo to acquire assets


Hidden devices tracking freight cars
    
Railroads raise alarm on devices they don’t control, citing concerns over trespassing and security


Former Virginian main line mothballed
    
Norfolk Southern takes famous West Virginia line out of service amid coal traffic decline


Cargo thefts from railroads still common
    
Railroads are reluctant to talk about a problem even insurance companies are unable to size


Q&A: Wick Moorman is on his way
    
Norfolk Southern’s outgoing chief executive ushered in a new corporate culture, heritage locomotives



"
357,"
Don Phillips





"
