,text
37,"Deadspin Does MLB Care If No One Cares? | The A.V. Club Game Of Thrones is doing what its source material couldn’t: Coming to an end | The Root A Late Thank You Letter to White America, Who Fox News Says Deserves ‘Credit’ For Ending Slavery | The Muse Richard E. Grant Says Julianne Moore Was Fired From Can You Ever Forgive Me? For Wanting to Wear a…"
38,"Ever since the Insurance Institute For Highway Safety began subjecting vehicles to its passenger-side small overlap crash test in 2017, it’s been a hard one to pass. Pickup trucks are no exception. "
39,"General Motors’ and Ford’s white-collar workers prepare for the worst even as their employers are profitable, Volvo thinks it can actually make money on this “electrification” thing, President Trump lights up GM and the UAW on a trip to Ohio and much more for The Morning Shift of Thursday, March 21, 2019."
40,"I’m not sure if you’re aware, but it’s cold as hell outside, and I can’t think of a better time for a weighted blanket. In addition to keeping you warm, a weighted blanket can work wonders for your anxiety, and several different models are on sale today for the first time since the holiday shopping season, including a…"
41,Few cars look equally good in coupe and sedan forms. But the Nissan Skylines from the ’80s and ’90s definitely did. 
42," Traffic sucks, so why not start your morning off with some music? You provide the toast and we’ll provide the jams. "
43,"With its GT3 nose, today’s Nice Price or Crack Pipe Cayman certainly has it on the aggressive good looks front. Let’s see if those are backed up with an equally aggressive asking price."
44,"We all have times where our waistline perfectly bisects two holes on our belt. It’s a first world problem, sure, but it’s annoying! But it doesn’t have to be this way. SlideBelts’ uber-popular vegan leather ratchet belts are marked down to $29 in today’s Gold Box. That’s an all-time low, and about $10 than usual, so…"
45,Advertisement
46,Advertisement
47,Advertisement
48,"At the behest of their board, who apparently didn’t want to discuss billion-dollar train tunnels without exploring other options, top Virginia transportation officials went to California to ride in The Boring Company’s silly car tunnel."
49,"A tall four-seat Porsche with a sloped rear end? Yeah, that’s a brand new idea. Never seen it before. "
50,"Yesterday on Twitter a few people noticed a stream of light above the evening Los Angeles skyline. Some called it a UFO, others thought it was a meteor. Either way, it was seen all over the city flying down directly into downtown, some even thought it hit a building. In fact, it was just a trio of winged suit flyers…"
51,"The 2020 Porsche Cayenne Coupe dropped today, boasting a steeply raked rear window and a name that does not mean what Porsche says it means. But no matter! Shut it down everyone—I’ve already found the best and classiest part of the car. "
52,"While ultimately a shrewd business plan rather than the borderline charitable act it was taught as in my Michigan high school, Henry Ford’s decision to make the Model T affordable, and to pay his workers enough to afford one, is credited for a burgeoning middle class of the era. Perhaps it is ironic, then, that…"
53,"The overwhelming top pick in this week’s lawn game Co-Op was Lawn Darts, a game so dangerous that it’s no longer allowed to be sold, though you may be able to find a set on eBay or at a garage sale. There’s also a modern version that uses weighted darts, rather than metal spikes that could go through someone’s skull,…"
54,"Iceland has turned into one of those really hip tourist destinations for those quirky people you see on Instagram who are constantly traveling to out-of-the-way places. The airfare is cheap, it’s a relatively small country, and it’s a great jumping-off point for other European destinations."
55,"I’m not going to pretend that I know what early 1970s Finnish potential Lada buyers were likely to find compelling in a commercial, but I will admit that I didn’t expect it to be a voice over that has the same vocal quality that you’d expect out of a hooded acolyte raising a goat-blood-dripping dagger over their head…"
56,"We see a lot of deals around the web over on Kinja Deals, but these were our ten favorites today."
57,"Coined by Toyota, there’s a term in the automotive industry called “Poka Yoke,” which basically means establishing a manufacturing process so that it’s essentially error-proof. One way this can be done is by designing a part so it can only be installed in the correct orientation. Well, it appears that whoever designed…"
58,"You have a high chair for your kid at home. But what about random restaurants? Friends’ houses? Your parents’ house during the holidays? That’s where phil&teds Lobster chair shines. The Lobster doesn’t need any legs, because it just clips onto the side of any table, like a giant chip clip. That means it’s small enough…"
59,"Hyundai’s new N Line is a mild performance treatment for the cars that aren’t its full-on N sports car variants, like the i30N and Veloster N. The first in the U.S. to get the treatment was the 2019 Elantra GT N Line. Now there’s the Hyundai Tucson N Line—the first N Lined SUV from the Korean automaker."
60,"At the behest of their board, who apparently didn’t want to discuss billion-dollar train tunnels without exploring other options, top Virginia transportation officials went to California to ride in The Boring Company’s silly car tunnel."
61,"Remember the days when you could board a flight without long security lines and exorbitant bag fees? Believe it or not, there was a time when airports didn’t feel like a  nightmare you couldn’t wake up from."
62,"If you want to invest in your cooking, a good meat thermometer isn’t far behind a good knife in the hierarchy of important gear. And today, you can score a rare discount on the best thermometer out there, if you don’t mind getting an open-box model. "
63,"Tesla filed two lawsuits in federal court alleging  five former employees stole trade secrets from the company to help a new employer. Four of those employees now work for Zoox, a self-driving startup. In December, Zoox became the first company to be granted permission by California to offer autonomous rides to the…"
64,"Porsche has decided to jump on a particular bandwagon of our time, and has introduced a new version of their popular Cayenne SUV that has a dramatically sloping rear roofline. Continuing a recent automotive tradition of ignoring what words actually mean, they’re calling it a Coupe, which it definitely isn’t. It is,…"
65,"As we all know by now, Volkswagen has developed an impressive new modular electric vehicle platform called MEB, and they’re going to be using that to underpin a really interesting variety of cars in the near future. According to Volkswagen CEO Herbert Diess, one of those interesting new electric cars will not be a…"
66,"While its grip might not be quite as secure as a perfectly-sized socket, this Tacklife universal socket can get a good-enough hold on almost any bolt, not to mention oddly-shaped things like hooks, without taking up a ton of space in your tool box. Get it for just $8 with promo code 2GYFTGXW."
67,"Talks of a possible partnership or even merger between Peugeot and Fiat Chrysler abound after a French newspaper interviewed PSA Peugeot-Citroën executive Robert Peugeot, who implied that Fiat Chrysler might make for a suitable partner for the French automaker."
68,"The next time some Tesla bro corners you in the locker room at the gym, dripping and wearing only a towel while he explains to you, finger jabbing into your sternum, that he’s saving the world and defeating the massive oil industry’s stranglehold on America, and you, you’re the problem, just stop him right there and…"
69,Advertisement
70,Advertisement
71,Advertisement
72,"IndyCar will race at Circuit of The Americas in Austin for the first time ever this weekend alongside some entertaining support series, but not before we get the chance to have a little fun ourselves. If you’re going to the track this weekend or happen to be in town, feel free to join us for a meetup on Saturday night."
73,"A few seconds of Netflix’s Triple Frontier trailer–where a red pickup truck with a cool roll bar gets all crashy–was enough to get me to watch the movie. That’s a decision I vaguely regretted before ultimately deciding the flick was just fine. But the cars, oh man, the cars are perfect."
74,"Two new production-ready electric bikes were given display space at Honda’s booth during the Tokyo Motorcycle Show today. While Honda has shown off a few electric car concepts lately, it has largely been quiet on the electric two-wheeler scene. That these two bikes are based on existing architecture and look mostly…"
75,"While my friend David Tracy is working his knuckles to the bone in a frigid Michigan garage trying to bring a dilapidated postal Jeep back from the dead, I would like to take this opportunity to congratulate myself for finding possibly the only car mod that’s easier than applying stickers."
76,"There is a lot of speculation floating around about the upcoming mid-engine Corvette. With a series of order guide documents leaked this afternoon, perhaps now we have more questions than we had answered. Where is the manual transmission option? Among many others. One particularly strange question revolved around…"
77,"The clues were there, all the way back in 2015. Jared Leto stepped onto the Oscars red carpet in that lavender Givenchy tux, and say what you want about his Joker, but that outfit was a vision. Then, last summer Chance The Rapper posted up in his signature ‘3’ cap and a lavender t-shirt from Play by Comme Des Garçons…"
78,For a while it’s been clear that drifters are the new hot rodders. But Ryan Tuerck’s new livery for the 2019 Formula Drift season takes it a step farther: What if drift cars were the modern 1970s street machines?
79,"We see a lot of deals around the web over on Kinja Deals, but these were our ten favorites today."
80,"You’d think, in the place where America makes cars, Americans should be able to drive the cars, right? Well, you’d be wrong. Michigan, the state with the highest car insurance costs in the country, is considered almost entirely unaffordable by federal standards, according to a new study from the University of Michigan."
81,"Though it’s apparently suffering from some development delays, details about the mid-engine 2020 Chevrolet Corvette are staring to trickle out at a faster pace. Now, an anonymous tipster has clued us in on potential technical details with screenshots of what appears to be the order guide for the model. "
82,"There’s never a bad time to go to the Iberian peninsula, and you can do it for less than you might expect with this package from TripMasters (in partnership with Travelzoo)."
83,"Four Virginia University of Lynchburg ...Wait, there is an actual place called Lynchburg and black people are there?"
84,"The 2019 BMW X7 is the German automaker’s latest low-flying luxury barge. You may or may not care about what it’s like to drive, but the car has enough neat gadgets that I couldn’t resist revisiting it."
85,"I didn’t expect to be test riding the 500-pound 2019 Indian FTR1200 exclusively by flinging it around the dirt like a flat track racer, but I managed to survive with a fat smile on my face anyway."
86,"We all love to hate Crocs, but guess what! Those lightweight, hole-y, rubber-y slides are cool now, thanks to the always groundbreaking runway scene and one Post Malone. And you too can be hip to the trend thanks to Crocs’ 30% off sitewide sale, plus an extra 10% off with promo code EXTRA10. Dozens of styles are…"
87,"It’s been almost a week since the Australian Grand Prix and start of the Formula One season, but the side effects of attending such a large event didn’t end after the overpriced concessions and traffic mess to go home. On Friday, the Victoria State Government put out a health warning for those who attended the race. "
88,"IndyCar will race at Circuit of The Americas in Austin for the first time ever this weekend alongside some entertaining support series, but not before we get the chance to have a little fun ourselves. If you’re going to the track this weekend or happen to be in town, feel free to join us for a meetup on Saturday night."
89,"While sitting in traffic on California State Route 17 between Santa Cruz and San Jose, a member of the car enthusiast Facebook group Oppositetalk named Diego Imprenta spotted a bizarre mechanical creature that appears to be some combination of  Ford Super Duty and Mercedes Sprinter."
90,"My typical experience with business class on a flight is my very brief walk through its aisles—as I make my way toward the back. It’s beautiful, isn’t it? Seats that become beds. Plenty of leg room. And hot nuts! Hot nuts everywhere."
91,"Spring is here, which means it’s time to grab your sleeping bags and head out for a camping trip, even if it’s only in your own backyard. This Fast Pitch tent from Coleman has enough room inside for two queen air mattresses, and even has a screened-in “front porch” with space for a couple of chairs."
92,"In 2014, a Chinese-built Range Rover Evoque launched at the Guangzhou Auto Show. Nearby sat the Landwind X7, a cheaper copy of the SUV sold by a Chinese company for a fraction of the price. But Friday, a Beijing court ruled in Jaguar’s favor—determining that the X7 copied five features of the Evoque. Now it’s coming…"
93,Advertisement
94,Advertisement
95,Advertisement
96,"The IndyCar Series is at Circuit of The Americas for the first time ever, former series champion Will Power is on pole position, there are no track limits in the 19th turn, and Stadium Super Trucks is here. If you couldn’t tell by now, that means it’s shaping up to be a good weekend in Austin."
97,"A deal on David Archy underwear, a refurbished Dell laptop, and a Chico’s Gold Box kick off Sunday’s best deals."
98,"One third of the Grand Tour hosting roster, affable granddad, and punctilious automotive fanatic, James May will be found either annoying or relatable depending on your own predilections. Personally, I find his pedantry borderline endearing, and as I grow older I find myself drifting in a May-ward manner. I hope I…"
99,"The IndyCar Series is at Circuit of The Americas for the first time ever, former series champion Will Power is on pole position, there are no track limits in the 19th turn, and Stadium Super Trucks is here. If you couldn’t tell by now, that means it’s shaping up to be a good weekend in Austin."
100,"Science has been seeking an answer to the question “What is a Mercedes-Benz R-class?” for years to no avail. Nobody has ever been able to capture one to study it closely. Several researchers have offered hypotheses, but the debate rages on. Wagon? Van? SUV? Hatchback? Marsupial? The world may never know. "
101,"iRobot makes some of the best robovacs around and today you can pick up the iRobot Roomba 640 Robot Vacuum for just $230, or about $50 less. "
102,"It’s the IndyCar Series’ first time at Circuit of The Americas in Austin, meaning basically everything is a record—lap times, session results and the like. And, with Saturday’s qualifying wrapped up, the first ever pole sitter for an IndyCar race at Circuit of The Americas is 2014 series champion Will Power."
103,"There is something freeing about the idea of a motorcycle with a fuel capacity larger than most cars. With a huge 43 liter front tank, a 17 liter rear tank, and a pair of side tanks, assuming you packed enough survival gear, you could ride this damn thing across any large stretch of uninhabited land for basically as…"
104,"This is IndyCar’s first time running at the famed Texas circuit, and it comes as no surprise that all of the racers are scrambling for as much time to familiarize themselves with the new track as they can. With one of the sessions on Friday basically nulled thanks to an engine explosion (when was the last time a…"
105,"If you need any type of activewear or sneakers in the next coming weeks now that it’s finally nice out, Reebok is giving you extra 50% off everything from their outlet shop, with the code EXTRA50. From sneakers, to running shorts, to gym bags, this sale has it all. "
106,"It would seem that Daigo Saito’s 2JZ-swapped Mk5 Supra has had some teething issues, as it has already gone aflame. While running this weekend in Japan, the car suffered a couple of big errors involving flame emitting from both ends of the car. It would seem that perhaps the fueling system isn’t quite as sorted as it…"
107,"Detroit is overflowing with big fast off-road truck rumors right now, as Ram is planning a Rebel TRX which will supposedly make use of the Hellcat supercharged Hemi, and it would seem that Ford is fighting back with its own supercharged V8 hopped up version of the Raptor. According to Car and Driver’s sources within…"
108,"You probably know the name Bucky Lasek if you were a follower of action sports in the 1990s, as he was everywhere. Well, now he’s a car guy, and he’s got a DIY car build YouTube channel that is as dirty and grungy as you’d expect from a retired skater punk. He’s built up a GC8 Subaru Impreza with STI power and a…"
109,"GM’s been making headlines lately because of plant shutdowns and job cuts, but now for some not-terrible news: The company says it will add 400 jobs in Michigan as it invests $300 million into a new electric car, which will be sold in addition to—and based on the architecture of—the Chevrolet Bolt."
110,"Welcome to the Jalopnik Weekend Motorsports Roundup, where we let you know what’s going on in the world of racing, where you can see it, and where you can talk about it all in one convenient place. Where else would you want to spend your weekend?"
111,"Samsung’s quantum dot-powered Q7CN TVs aren’t exactly easy on the bank account, but it would be a stunning upgrade to your home theater, and you can save $150 on the 55"" model today. Or you can spend an extra $400 for another 10"" of screen real estate. "
112,"A few seconds of Netflix’s Triple Frontier trailer–where a red pickup truck with a cool roll bar gets all crashy–was enough to get me to watch the movie. That’s a decision I vaguely regretted before ultimately deciding the flick was just fine. But the cars, oh man, the cars are perfect."
113,"Two new production-ready electric bikes were given display space at Honda’s booth during the Tokyo Motorcycle Show today. While Honda has shown off a few electric car concepts lately, it has largely been quiet on the electric two-wheeler scene. That these two bikes are based on existing architecture and look mostly…"
114,"While my friend David Tracy is working his knuckles to the bone in a frigid Michigan garage trying to bring a dilapidated postal Jeep back from the dead, I would like to take this opportunity to congratulate myself for finding possibly the only car mod that’s easier than applying stickers."
115,"There is a lot of speculation floating around about the upcoming mid-engine Corvette. With a series of order guide documents leaked this afternoon, perhaps now we have more questions than we had answered. Where is the manual transmission option? Among many others. One particularly strange question revolved around…"
116,"The clues were there, all the way back in 2015. Jared Leto stepped onto the Oscars red carpet in that lavender Givenchy tux, and say what you want about his Joker, but that outfit was a vision. Then, last summer Chance The Rapper posted up in his signature ‘3’ cap and a lavender t-shirt from Play by Comme Des Garçons…"
117,Advertisement
118,Advertisement
119,Advertisement
120,"Since IndyCar at Circuit of The Americas for the first time gave us a reason to celebrate—as if we need much of one, anyway—your fellow Jalopnik readers, writers, IndyCar fans, drivers and others met up at a bar in Austin on Saturday night. There were drinks. There was free stuff. Mario Andretti attended."
121,"The Mueller Report’s got a lot of us stressed out this weekend, but at the very least, you can at least treat yourself to a massage whenever or if ever that thing ever actually drops with this $35 gadget."
122,"Race cars are boring. Trucks with tons of horsepower, loads of suspension travel, and the ability to take on any surface with ease are the racing machines you didn’t know you needed in your life. Please get acquainted with Stadium Super Trucks. "
123,"Rumors of a widebody Charger sedan being seen on the streets seem to have been accurate, as Dodge finally showed the car in public. The Widebody Charger was displayed during SoCal LX Spring Fest, a festival that is, you guessed it, all about LX-chassis MoPars. Technically FCA is calling the car a “concept” but it is…"
124,"In a race that saw dominant driver and pole sitter Will Power retire  with a few handfuls of laps to go, rookie Colton Herta won his first-career IndyCar Series race in the series’ first trip to Circuit of The Americas on Sunday. The victory makes Herta, who turns 19 later this month, IndyCar’s youngest winner."
125,"Since IndyCar at Circuit of The Americas for the first time gave us a reason to celebrate—as if we need much of one, anyway—your fellow Jalopnik readers, writers, IndyCar fans, drivers and others met up at a bar in Austin on Saturday night. There were drinks. There was free stuff. Mario Andretti attended."
126,"David Archy  sells some of the most popular underwear and clothing basics on Amazon, and a number of them are on sale today. Starting this weekend, you can save 20% underwear and undershirt packs with the promo codes MEN20OFF and 20OFFMEN respectively."
127,"The original Suzuki Katana was an incredibly forward looking design and rode like a dream. It’s one of those bikes with a name that carried weight, which very few historically have. When Suzuki killed the name at the end of 2006, it was assumed that it would stay gone. Over a decade later, the name is back for the…"
128,"Don’t look it directly in the eyes. Nobody knows exactly what will happen if you do, but it’s definitely bad. This 1990 Nissan Autech Zagato Stelvio is already angry, and it might just body slam you into the floor if it thinks you’re disrespecting it. It’s put up with nasty remarks about its aesthetic deficiencies for…"
129,"There have only been a handful of SUVs with 12 cylinder engines. Bentley’s Bentayga has a W12, of course, as did VW’s Touareg for a while. Audi’s Q7 had an optional V12 turbodiesel with a massive 783 ft-lb of torque. And, of course, Mercedes shoved a 12 under the chunky hood of the Gelandewagen. But the progenitor of…"
130,"A margin of victory of just 0.006 seconds is always an indicator of an incredible race finish. Mazda’s MX5 Cup racing class is a spec racer class with relatively low power, so you expect the finishes to be close, but damn that was an absolute blast to watch. It pays to keep in mind that this was the first race of the…"
131,"A deal on David Archy underwear, a refurbished Dell laptop, and a Chico’s Gold Box kick off Sunday’s best deals."
132,"One third of the Grand Tour hosting roster, affable granddad, and punctilious automotive fanatic, James May will be found either annoying or relatable depending on your own predilections. Personally, I find his pedantry borderline endearing, and as I grow older I find myself drifting in a May-ward manner. I hope I…"
133,"The IndyCar Series is at Circuit of The Americas for the first time ever, former series champion Will Power is on pole position, there are no track limits in the 19th turn, and Stadium Super Trucks is here. If you couldn’t tell by now, that means it’s shaping up to be a good weekend in Austin."
134,"Science has been seeking an answer to the question “What is a Mercedes-Benz R-class?” for years to no avail. Nobody has ever been able to capture one to study it closely. Several researchers have offered hypotheses, but the debate rages on. Wagon? Van? SUV? Hatchback? Marsupial? The world may never know. "
135,"iRobot makes some of the best robovacs around and today you can pick up the iRobot Roomba 640 Robot Vacuum for just $230, or about $50 less. "
136,"It’s the IndyCar Series’ first time at Circuit of The Americas in Austin, meaning basically everything is a record—lap times, session results and the like. And, with Saturday’s qualifying wrapped up, the first ever pole sitter for an IndyCar race at Circuit of The Americas is 2014 series champion Will Power."
137,"There is something freeing about the idea of a motorcycle with a fuel capacity larger than most cars. With a huge 43 liter front tank, a 17 liter rear tank, and a pair of side tanks, assuming you packed enough survival gear, you could ride this damn thing across any large stretch of uninhabited land for basically as…"
138,"This is IndyCar’s first time running at the famed Texas circuit, and it comes as no surprise that all of the racers are scrambling for as much time to familiarize themselves with the new track as they can. With one of the sessions on Friday basically nulled thanks to an engine explosion (when was the last time a…"
139,"If you need any type of activewear or sneakers in the next coming weeks now that it’s finally nice out, Reebok is giving you extra 50% off everything from their outlet shop, with the code EXTRA50. From sneakers, to running shorts, to gym bags, this sale has it all. "
140,"It would seem that Daigo Saito’s 2JZ-swapped Mk5 Supra has had some teething issues, as it has already gone aflame. While running this weekend in Japan, the car suffered a couple of big errors involving flame emitting from both ends of the car. It would seem that perhaps the fueling system isn’t quite as sorted as it…"
141,Advertisement
142,Advertisement
143,Advertisement
144,"I can’t say I give a ton of thought to modern Ferraris these days—it took me a while to even remember the 488&aposs replacement is the F8 Tributo—but even I can appreciate the sheer audacity and wealth needed to commission Ferrari itself to build the exact car you want to your exact specifications over a period of years. Meet the latest one of those, the Ferrari P80/C,…"
145,"After the Monster Energy NASCAR Cup Series race at Martinsville Speedway on Sunday, fourth-place finisher Ryan Blaney did the usual TV interview—saying he had the best car at times, but couldn’t get it across the line first. But it was hard to focus on Blaney, since fellow driver Daniel Suárez was getting stuff thrown…"
146,"Need a new pack for your upcoming journey to Timbuktu? No? How about just a sleek carry-all tote or spacious backpack from Timbuk2, the brand? Right now, these bag brainiacs are offering a 30% off their entire site (excluding a few Especial styles), which happens to be filled to the brim with sacks of all shapes and…"
147,"Once you’re on a plane, your fate is in the hands of the pilot. You’re going where they want to go. Unfortunately, the pilot of a recent British Airways flight from  London to Düsseldorf, Germany, ended up in Scotland, 525 miles away from a whole plane full of people’s intended destination, all thanks to some shoddy…"
148,Don’t get me wrong: I’m very much about the look of the Aston Martin DBS GT Zagato rendering. I just also think it looks like a very sleek fish. This isn’t a bad thing. 
149,"Spring, finally, has arrived. That means it’s time to put away the dowdy old sweaters and heavy jackets. But what will you wear instead? You have to have clothes—it’s the law. Thankfully we at Jalopnik have you covered with some sexy new t-shirt designs that will let everyone you meet know your blood is pumping full…"
150,"A Pokemon Sword and Shield pre-order bonus, Samsung Chromebooks, Levi’s Gold Box, and a Razer Orbweaver kickoff Monday’s best deals."
151,I can’t say I give a ton of thought to modern Ferraris these days—it took me a while to even remember the 488's replacement is the F8 Tributo—but even I can appreciate the sheer audacity and wealth needed to commission Ferrari itself to build the exact car you want to your exact specifications over a period of years.…
152,"The 2019 Mazda 3 is already smoother and quieter than the previous generation, but, for the first time, it also comes with an all-wheel drive variant. Should you spend some extra cash to send power to all four wheels now? Yes, you absolutely should. "
153," When an electric car catches fire, you can’t treat it like an internal combustion car. You need a lot more water and you can’t store the car afterwards in a similar manner, either. Dealing with EV fires is something that more and more firefighters are going to have to learn as the number of these cars on the road…"
154,"Keeping track of screws when you’re building IKEA furniture is hard enough. When you’re repairing an iPhone or a PC though, and the screws are roughly the size of a tick that you wouldn’t notice attached to your arm for several days, it’s all but impossible."
155,"Tesla isn’t doing so hot, the United Automobile Workers is going after opioid addiction, Fiat Chrysler is mulling mergers, and much more for The Morning Shift of Monday, March 25, 2019."
156,"Ford’s top dealers got a sneak peek at a prototype 2020 Ford Bronco last month, and the details—revealed by participants to Automotive News—sound glorious. Some highlights: The Bronco will be available with two or four doors, it will have a removable top and doors, and it will be part of a new family of off-road…"
157,"IndyCar finally made its way to Austin, Texas, and gave fans at Circuit of The Americas a damn fine show. Rookie Colton Herta became the youngest winner in series history, we threw a badass party that Mario Andretti came to, and Stadium Super Trucks substantially improved the lives of many. "
